ligand,receptor,truelabel,pred
LRP1B,PLAUR,0,0,0.3947
LRPAP1,LDLR,0,0,0.5216
LRPAP1,LRP1,0,0,0.6139
LRPAP1,LRP2,0,0,0.3237
LRPAP1,LRP8,0,0,0.4177
LRPAP1,SORT1,0,0,0.3870
LRPAP1,VLDLR,0,0,0.6032
LTA,CACHD1,0,0,0.2325
LTA,EDNRA,0,0,0.4791
LTA,LTBR,0,0,0.4372
LTA,TNFRSF14,0,0,0.4481
LTA,TNFRSF1A,0,0,0.5246
LTBP1,ITGB5,0,0,0.3107
LTBP3,ITGB5,0,0,0.7217
LTB,CD40,0,0,0.1414
LTB,LTBR,0,0,0.1641
LTB,TNFRSF1A,0,0,0.2717
LTF,GP9,0,0,0.3800
LTF,GPR162,0,0,0.5177
LTF,LRP1,0,0,0.5820
LTF,TFRC,0,0,0.5385
LY6G5C,TMEM8A,0,0,0.4906
LY86,CD180,0,0,0.4173
LYPD3,AGR2,0,0,0.2950
MADCAM1,CD44,0,0,0.2336
MADCAM1,ITGA4,0,0,0.3361
MADCAM1,ITGB7,0,0,0.1586
MATN1,ITGA1,0,0,0.1853
MATN1,ITGB1,0,0,0.4834
MATN1,PTPRD,0,0,0.6027
MBL2,CALCR,0,0,0.1251
MBL2,CD93,0,0,0.1834
MDK,ALK,0,0,0.2710
MDK,ITGA4,0,0,0.2823
MDK,ITGA6,0,0,0.5152
MDK,ITGB1,0,0,0.6110
MDK,LRP1,0,0,0.1443
MDK,LRP2,0,0,0.4209
MDK,SDC1,0,0,0.5142
MDK,SDC3,0,0,0.6490
MDK,SDC4,0,0,0.4411
MFAP2,NOTCH1,0,0,0.4234
MFGE8,ITGAV,0,0,0.5803
MFGE8,ITGB3,0,0,0.0367
MFGE8,PDGFRB,0,0,0.1439
MFI2,TFRC,0,0,0.6164
MIA,CDH19,0,0,0.7289
MLLT4,EPHA7,0,0,0.7952
MLLT4,EPHB2,0,0,0.6156
MLLT4,EPHB6,0,0,0.2462
MLLT4,F11R,0,0,0.5018
MLLT4,NECTIN3,0,0,0.6737
MLLT4,NECTIN4,0,0,0.5544
MLLT4,NRXN2,0,0,0.6225
MLLT4,NRXN3,0,0,0.6525
MLN,MLNR,0,0,0.2426
MMP7,CD151,0,0,0.4356
MMP7,CD44,0,0,0.5361
MMP7,CDH6,0,0,0.8891
MMP7,ERBB4,0,0,0.4724
MST1,MST1R,0,0,0.7036
MYOC,FZD1,0,0,0.1986
MYOC,FZD10,0,0,0.7490
MYOC,FZD3,0,0,0.5179
MYOC,FZD4,0,0,0.4807
MYOC,FZD7,0,0,0.4652
NCAM1,CACNA1C,0,0,0.3359
NCAM1,FGFR1,0,0,0.5419
NCAM1,FGFR2,0,0,0.5439
NCAM1,GFRA1,0,0,0.1970
NCAM1,PTPRA,0,0,0.4988
NCAM1,ROBO1,0,0,0.6413
NCAN,CDH2,0,0,0.4172
NCAN,SDC3,0,0,0.5742
NDP,FZD4,0,0,0.6075
NDP,LGR4,0,0,0.7126
NECTIN2,CD226,0,0,0.6670
NECTIN3,TIGIT,0,0,0.5945
NGF,KIDINS220,0,0,0.1905
NGF,NGFR,0,0,0.1716
NGF,NGFRAP1,0,0,0.4167
NGF,SORT1,0,0,0.4604
NID1,COL13A1,0,0,0.4389
NID1,ITGA3,0,0,0.0000
NID1,ITGAV,0,0,0.5925
NID1,ITGB1,0,0,0.6465
NID1,ITGB3,0,0,0.0891
NID1,PTPRF,0,0,0.1700
NID2,COL13A1,0,0,0.1040
NLGN1,NRXN1,0,0,0.7801
NLGN1,NRXN2,0,0,0.3974
NLGN1,NRXN3,0,0,0.7342
NLGN2,NRXN1,0,0,0.1599
NLGN2,NRXN2,0,0,0.3304
NLGN2,NRXN3,0,0,0.1086
NLGN3,NRXN1,0,0,0.2326
NLGN3,NRXN2,0,0,0.1262
NLGN3,NRXN3,0,0,0.0603
NMB,BRS3,0,0,0.1300
NMB,GRPR,0,0,0.5975
NMB,NMBR,0,0,0.5463
NMS,ADRA2A,0,0,0.2105
NMS,GRM7,0,0,0.6053
NMS,MTNR1A,0,0,0.4194
NMS,NMUR1,0,0,0.2548
NMS,NMUR2,0,0,0.4847
NMU,ADRA2A,0,0,0.1738
NMU,GRM7,0,0,0.2349
NMU,MTNR1A,0,0,0.7311
NMU,NMUR1,0,0,0.4839
NMU,NMUR2,0,0,0.7536
NPB,ADRA2A,0,0,0.5195
NPB,GRM7,0,0,0.6949
NPB,MTNR1A,0,0,0.3346
NPB,NPBWR1,0,0,0.4763
NPB,NPBWR2,0,0,0.3365
NPFF,NPFFR1,0,0,0.2395
NPFF,NPFFR2,0,0,0.2240
NPNT,ITGA8,0,0,0.6242
NPNT,ITGB1,0,0,0.5389
NPPA,NPR1,0,0,0.2995
NPPA,NPR3,0,0,0.3476
NPPB,NPR1,0,0,0.4824
NPPB,NPR2,0,0,0.5857
NPPB,NPR3,0,0,0.6676
NPPC,NPR2,0,0,0.1684
NPPC,NPR3,0,0,0.2770
NPS,ADCYAP1R1,0,0,0.6867
NPS,ADRB2,0,0,0.3711
NPS,ADRB3,0,0,0.4991
NPS,GPR20,0,0,0.7309
NPS,GPR84,0,0,0.5351
NPS,NPSR1,0,0,0.1134
NPS,PTH1R,0,0,0.2882
NPS,RAMP2,0,0,0.1776
NPS,RAMP3,0,0,0.3863
NPS,TSHR,0,0,0.4972
NPS,VIPR1,0,0,0.2389
NPVF,NPFFR1,0,0,0.4873
NPVF,NPFFR2,0,0,0.4815
NPW,ADRA2A,0,0,0.0774
NPW,GRM7,0,0,0.3640
NPW,MTNR1A,0,0,0.6875
NPW,NPBWR1,0,0,0.4272
NPW,NPBWR2,0,0,0.5418
NPY,ADRA2A,0,0,0.0506
NPY,FAP,0,0,0.5954
NPY,GRM7,0,0,0.3590
NPY,MTNR1A,0,0,0.5894
NPY,NPFFR2,0,0,0.5848
NPY,NPY1R,0,0,0.2632
NPY,NPY2R,0,0,0.4760
NPY,PRLHR,0,0,0.7836
NRTN,GFRA1,0,0,0.1237
NRTN,GFRA2,0,0,0.4325
NRTN,GFRA3,0,0,0.7358
NRTN,RET,0,0,0.8180
NTF3,NGFR,0,0,0.7074
NTF4,NGFR,0,0,0.8386
NTF4,NGFRAP1,0,0,0.2917
NTN1,ADORA2B,0,0,0.2120
NTN1,DCC,0,0,0.1291
NTN1,NEO1,0,0,0.2540
NTN1,UNC5A,0,0,0.1554
NTN3,CDON,0,0,0.4827
NTN3,NEO1,0,0,0.4189
NTN4,DCC,0,0,0.3596
NTN4,UNC5A,0,0,0.7319
NTNG1,LRRC4C,0,0,0.5732
NTNG2,LRRC4,0,0,0.5347
NTNG2,LRRC4C,0,0,0.6031
NTS,NGFR,0,0,0.4384
NTS,NTSR1,0,0,0.5555
NTS,SORT1,0,0,0.3009
NUCB2,ERAP1,0,0,0.2924
OBP2A,OR1G1,0,0,0.3701
OLAH,MOG,0,0,0.2131
OLFM2,ROBO2,0,0,0.4424
OMG,LINGO1,0,0,0.3151
OMG,NGFR,0,0,0.2991
OSM,IL6ST,0,0,0.4167
OSM,LIFR,0,0,0.1718
OSM,OSMR,0,0,0.2669
OXT,AVPR1A,0,0,0.3970
OXT,AVPR2,0,0,0.2684
P4HB,GPR162,0,0,0.0865
PAPLN,NECTIN4,0,0,0.4655
PAPLN,SIRPA,0,0,0.4288
PDCD1LG2,PDCD2,0,0,0.6030
PDGFA,PDGFRA,0,0,0.6108
PDGFA,PDGFRB,0,0,0.4606
PDGFB,ART1,0,0,0.1868
PDGFB,ITGAV,0,0,0.5091
PDGFB,LRP1,0,0,0.1160
PDGFB,PDGFRA,0,0,0.1903
PDGFB,PDGFRB,0,0,0.2144
PDGFB,S1PR1,0,0,0.2351
PDGFC,FLT1,0,0,0.5701
PDGFC,FLT4,0,0,0.0000
PDGFC,KDR,0,0,0.3267
PDGFC,PDGFRA,0,0,0.3308
PDGFC,PDGFRB,0,0,0.6258
PDGFD,PDGFRA,0,0,0.4225
PDGFD,PDGFRB,0,0,0.3739
PDX1,SLC2A2,0,0,0.4308
PDYN,ADRA2A,0,0,0.5030
PDYN,GRM7,0,0,0.1888
PDYN,MTNR1A,0,0,0.3399
PDYN,OPRD1,0,0,0.2061
PENK,ADRA2A,0,0,0.1895
PENK,GRM7,0,0,0.3282
PENK,MRGPRX1,0,0,0.1980
PENK,MTNR1A,0,0,0.3926
PENK,OPRD1,0,0,0.1797
PF4,ADRA2A,0,0,0.1943
PF4,CXCR3,0,0,0.3748
PF4,FGFR2,0,0,0.3865
PF4,GRM7,0,0,0.2529
PF4,LDLR,0,0,0.0000
PF4,MTNR1A,0,0,0.2791
PF4,PROCR,0,0,0.1609
PF4,SDC2,0,0,0.0764
PF4,THBD,0,0,0.2143
PGF,FLT1,0,0,0.7999
PGF,NRP1,0,0,0.4971
PGF,NRP2,0,0,0.7456
PI3,PLD2,0,0,0.3499
PIK3CD-AS1,LY6G6C,0,0,0.5640
PIP,CD4,0,0,0.5826
PIP,NPTN,0,0,0.5147
PLA2G10,PLA2R1,0,0,0.4009
PLAU,IGF2R,0,0,0.6545
PLAU,ITGA3,0,0,0.4917
PLAU,ITGA5,0,0,0.4874
PLAU,ITGAM,0,0,0.7247
PLAU,ITGAV,0,0,0.6052
PLAU,ITGB1,0,0,0.6499
PLAU,ITGB2,0,0,0.3777
PLAU,ITGB5,0,0,0.3815
PLAU,LRP1,0,0,0.3599
PLAU,LRP2,0,0,0.6086
PLAU,MRC2,0,0,0.4987
PLAU,PLAUR,0,0,0.5100
PLAU,ST14,0,0,0.4971
PLAU,VLDLR,0,0,0.4824
PLG,F2R,0,0,0.5646
PLG,F2RL1,0,0,0.6169
PLG,F3,0,0,0.1764
PLG,FLT1,0,0,0.7057
PLG,ITGA9,0,0,0.7233
PLG,ITGAM,0,0,0.2847
PLG,ITGB1,0,0,0.2245
PLG,ITGB2,0,0,0.6039
PLG,PLAUR,0,0,0.5178
SEMA4A,PLXNB1,0,0,0.1931
SEMA4A,PLXNB2,0,0,0.2897
SEMA4A,PLXNB3,0,0,0.5346
SEMA4A,PLXND1,0,0,0.8259
PMCH,ADRA2A,0,0,0.4858
PMCH,GRM7,0,0,0.6382
PMCH,MCHR1,0,0,0.2142
PMCH,MTNR1A,0,0,0.1686
PNOC,ADRA2A,0,0,0.1888
PNOC,GRM7,0,0,0.4611
PNOC,MTNR1A,0,0,0.5632
PNOC,OPRL1,0,0,0.4842
POMC,ADCYAP1R1,0,0,0.6265
POMC,ADRA2A,0,0,0.4736
POMC,ADRB2,0,0,0.7791
POMC,ADRB3,0,0,0.6581
POMC,GPR20,0,0,0.6578
POMC,GPR84,0,0,0.3811
POMC,GRM7,0,0,0.3697
POMC,MC1R,0,0,0.1980
POMC,MC3R,0,0,0.5054
POMC,MTNR1A,0,0,0.3475
POMC,OPRD1,0,0,0.3420
POMC,PTH1R,0,0,0.1872
POMC,RAMP2,0,0,0.5345
POMC,RAMP3,0,0,0.5460
POMC,TSHR,0,0,0.5038
POMC,VIPR1,0,0,0.3378
PON2,HTR2A,0,0,0.6751
PPY,ADRA2A,0,0,0.2224
PPY,GRM7,0,0,0.3488
PPY,MTNR1A,0,0,0.2696
PPY,NPY1R,0,0,0.0195
PPY,NPY2R,0,0,0.0855
PRLH,PRLHR,0,0,0.4625
PRND,RPSA,0,0,0.3595
PROC,ITGAM,0,0,0.5507
PROC,ITGB2,0,0,0.3006
PROC,PROCR,0,0,0.7024
PROC,THBD,0,0,0.2022
PROK1,PROKR1,0,0,0.7134
PROK1,PROKR2,0,0,0.3299
PROK2,PROKR1,0,0,0.2481
PROK2,PROKR2,0,0,0.1501
PROS1,AXL,0,0,0.6491
PROS1,TYRO3,0,0,0.6768
PRSS23,TMEM222,0,0,0.6296
PSAP,CD1B,0,0,0.4330
PSAP,LRP1,0,0,0.4416
PSAP,SORT1,0,0,0.4903
PSEN1,CD44,0,0,0.6969
PSEN1,NCSTN,0,0,0.6741
PSEN1,NOTCH1,0,0,0.5720
PSEN1,NOTCH2,0,0,0.3235
PSEN1,NOTCH3,0,0,0.7755
PSEN1,NOTCH4,0,0,0.7083
PSPN,GFRA1,0,0,0.2861
PSPN,GFRA2,0,0,0.2842
PSPN,GFRA3,0,0,0.0844
PSPN,GFRA4,0,0,0.0499
PSPN,RET,0,0,0.2028
PSPN,SDC3,0,0,0.3274
PTDSS1,JMJD6,0,0,0.1027
PTDSS1,SCARB1,0,0,0.3780
PTGS2,ALOX5,0,0,0.4822
PTGS2,CAV1,0,0,0.4914
PTGS2,PTGDR2,0,0,0.5495
PTH2,ADCYAP1R1,0,0,0.3380
PTH2,ADRB2,0,0,0.6474
PTH2,ADRB3,0,0,0.7355
PTH2,GPR20,0,0,0.4919
PTH2,GPR84,0,0,0.2513
PTH2,PTH1R,0,0,0.1952
PTH2,PTH2R,0,0,0.2514
PTH2,RAMP2,0,0,0.6956
PTH2,RAMP3,0,0,0.6823
PTH2,TSHR,0,0,0.4464
PTH2,VIPR1,0,0,0.5745
PTHLH,ADCYAP1R1,0,0,0.8862
PTHLH,ADRB2,0,0,0.3860
PTHLH,ADRB3,0,0,0.5212
PTHLH,GPR20,0,0,0.8857
PTHLH,GPR84,0,0,0.8153
PTHLH,PRLHR,0,0,0.6903
PTHLH,PTH1R,0,0,0.5369
PTHLH,PTH2R,0,0,0.6068
PTHLH,RAMP2,0,0,0.2186
PTHLH,RAMP3,0,0,0.2337
PTHLH,TSHR,0,0,0.4743
PTHLH,VIPR1,0,0,0.4515
PTN,ALK,0,0,0.4339
PTN,CDH10,0,0,0.6706
PTN,PLXNB2,0,0,0.5675
PTN,SDC1,0,0,0.5046
PTN,SDC3,0,0,0.5093
PVR,CD226,0,0,0.1323
PVR,CD96,0,0,0.5484
PVR,TIGIT,0,0,0.3726
PYY,ADRA2A,0,0,0.2680
PYY,FAP,0,0,0.2741
PYY,GRM7,0,0,0.6561
PYY,MTNR1A,0,0,0.3333
PYY,NPY1R,0,0,0.2572
PYY,NPY2R,0,0,0.3363
QRFP,P2RY14,0,0,0.5343
RAET1E,KLRK1,0,0,0.4054
RARRES2,CCRL2,0,0,0.5032
RBP4,STRA6,0,0,0.3797
RELN,ITGA3,0,0,0.6745
RELN,ITGB1,0,0,0.4912
RELN,LRP8,0,0,0.7497
RELN,VLDLR,0,0,0.5988
REN,ASIC3,0,0,0.6961
RIMS1,CACNA1C,0,0,0.0819
RIMS1,SLC17A7,0,0,0.7932
RLN1,RXFP1,0,0,0.6308
RLN1,RXFP2,0,0,0.7495
RLN2,ADCYAP1R1,0,0,0.3854
RLN2,ADRB2,0,0,0.2792
RLN2,ADRB3,0,0,0.1976
RLN2,GPR20,0,0,0.4874
RLN2,GPR84,0,0,0.3612
RLN2,PTH1R,0,0,0.3701
RLN2,RAMP2,0,0,0.2351
RLN2,RAMP3,0,0,0.6555
RLN2,RXFP1,0,0,0.2762
RLN2,RXFP2,0,0,0.2363
RLN2,TSHR,0,0,0.7578
RLN2,VIPR1,0,0,0.4663
RLN3,ADCYAP1R1,0,0,0.5312
RLN3,ADRA2A,0,0,0.5024
RLN3,ADRB2,0,0,0.4631
RLN3,ADRB3,0,0,0.3117
RLN3,GPR20,0,0,0.7119
RLN3,GPR84,0,0,0.6627
RLN3,GRM7,0,0,0.4053
RLN3,MTNR1A,0,0,0.5072
RLN3,PTH1R,0,0,0.5898
RLN3,RAMP2,0,0,0.2319
RLN3,RAMP3,0,0,0.3980
RLN3,RXFP1,0,0,0.4386
RLN3,RXFP2,0,0,0.5992
RLN3,RXFP4,0,0,0.6315
RLN3,TSHR,0,0,0.8150
RLN3,VIPR1,0,0,0.5850
RNASE2,TLR2,0,0,0.2483
RPS27A,ADRB2,0,0,0.5272
RPS27A,ERBB2,0,0,0.4327
RPS27A,FGFR2,0,0,0.6424
RPS27A,LDLR,0,0,0.1982
RPS27A,LRP2,0,0,0.3769
RPS27A,RIPK1,0,0,0.5568
RPS27A,SMAD3,0,0,0.5727
RPS27A,TGFBR1,0,0,0.3775
RPS27A,TGFBR2,0,0,0.2503
RPS27A,TLR4,0,0,0.4609
RSPO1,FZD8,0,0,0.3510
RSPO1,LGR4,0,0,0.2924
RSPO1,LGR5,0,0,0.3874
RSPO1,LGR6,0,0,0.5956
RSPO1,LRP6,0,0,0.0538
RSPO2,LGR4,0,0,0.5977
RSPO2,LGR5,0,0,0.4444
RSPO2,LGR6,0,0,0.3719
RSPO3,FZD8,0,0,0.2047
RSPO3,LGR4,0,0,0.2497
RSPO3,LGR5,0,0,0.2215
RSPO3,LGR6,0,0,0.2223
RSPO3,LRP6,0,0,0.7354
RSPO3,SDC4,0,0,0.5676
RTN4,CNTNAP1,0,0,0.2466
RTN4,LINGO1,0,0,0.6250
RTN4,NGFR,0,0,0.8478
S100A8,TLR4,0,0,0.3592
SAA1,ADRA2A,0,0,0.1247
SAA1,FPR1,0,0,0.6203
SAA1,FPR2,0,0,0.1662
SAA1,GRM7,0,0,0.5264
SAA1,MTNR1A,0,0,0.5330
SAA1,SCARB1,0,0,0.5442
SCGB3A1,MARCO,0,0,0.1437
SCT,ADCYAP1R1,0,0,0.6196
SCT,ADRB2,0,0,0.0959
SCT,ADRB3,0,0,0.1665
SCT,GPR20,0,0,0.6555
SCT,GPR84,0,0,0.8020
SCT,PTH1R,0,0,0.7787
SCT,RAMP2,0,0,0.3041
SCT,RAMP3,0,0,0.3594
SCT,SCTR,0,0,0.5175
SCT,TSHR,0,0,0.2929
SCT,VIPR1,0,0,0.7887
SCT,VIPR2,0,0,0.6699
SELPLG,ESAM,0,0,0.3226
SELPLG,ITGAM,0,0,0.3758
SELPLG,ITGB2,0,0,0.2645
SELPLG,SELE,0,0,0.0107
SELPLG,SELL,0,0,0.2818
SELPLG,SELP,0,0,0.0920
SEMA3A,NRP1,0,0,0.7111
SEMA3A,NRP2,0,0,0.4296
SEMA3A,PLXNA1,0,0,0.3936
SEMA3A,PLXNA2,0,0,0.1358
SEMA3A,PLXNA3,0,0,0.3952
SEMA3A,PLXNA4,0,0,0.5778
SEMA3C,NRP1,0,0,0.7401
SEMA3C,NRP2,0,0,0.7025
SEMA3C,PLXND1,0,0,0.8456
SEMA3F,NRP1,0,0,0.3465
SEMA3F,NRP2,0,0,0.3752
SEMA3F,PLXNA1,0,0,0.3825
SEMA3F,PLXNA3,0,0,0.3455
SEMA4A,PLXND1,0,0,0.8259
SEMA4B,DCBLD2,0,0,0.5776
SEMA4C,PLXNB2,0,0,0.2387
SEMA4D,CD72,0,0,0.6405
SEMA4D,ERBB2,0,0,0.6618
SEMA4D,MET,0,0,0.3935
SEMA4D,PLXNB1,0,0,0.3745
SEMA4D,PLXNB2,0,0,0.5787
SEMA5A,MET,0,0,0.3211
SEMA5A,PLXNB3,0,0,0.1906
SEMA6A,PLXNA2,0,0,0.2632
SEMA6A,PLXNA4,0,0,0.5309
SEMA6D,KDR,0,0,0.1960
SEMA6D,PLXNA1,0,0,0.4024
SEMA6D,TREM2,0,0,0.4164
SEMA6D,TYROBP,0,0,0.3199
SEMA7A,ITGA1,0,0,0.0959
SEMA7A,ITGB1,0,0,0.2024
SEMA7A,PLXNC1,0,0,0.3138
SERPINA7,SLC16A2,0,0,0.6725
SERPING1,LRP1,0,0,0.1993
SERPING1,SELE,0,0,0.4524
SERPING1,SELP,0,0,0.3278
SFRP1,FZD2,0,0,0.5058
SFRP1,FZD6,0,0,0.2867
SFTPD,LY96,0,0,0.7830
SFTPD,TLR4,0,0,0.4552
SHANK1,ABCA1,0,0,0.7593
SHANK1,ADGRB2,0,0,0.5693
SHBG,CLDN4,0,0,0.0624
SHH,BOC,0,0,0.4918
SHH,CDON,0,0,0.3283
SHH,GPC5,0,0,0.2715
SHH,LRP2,0,0,0.3800
SHH,SMO,0,0,0.2918
SLIT1,GPC1,0,0,0.3823
SLIT1,ROBO1,0,0,0.6741
SLIT1,SDC1,0,0,0.7520
SLIT2,DCC,0,0,0.3795
SLIT2,GPC1,0,0,0.7563
SLIT2,ROBO1,0,0,0.5970
SLIT2,ROBO2,0,0,0.6244
SLIT2,ROBO4,0,0,0.3431
SLIT2,SDC1,0,0,0.5617
SLIT3,ROBO2,0,0,0.4982
SOST,LRP5,0,0,0.2881
SOST,LRP6,0,0,0.2288
SPINK1,EGFR,0,0,0.1705
SPINK1,NRSN1,0,0,0.3699
SPINT1,ST14,0,0,0.1569
SPP1,CD44,0,0,0.6119
SPP1,ITGA4,0,0,0.6926
SPP1,ITGA5,0,0,0.7029
SPP1,ITGA9,0,0,0.7327
SPP1,ITGAV,0,0,0.1757
SPP1,ITGB1,0,0,0.1848
SPP1,ITGB3,0,0,0.7064
SPP1,ITGB5,0,0,0.5630
SPP1,S1PR1,0,0,0.7395
SST,ADRA2A,0,0,0.4945
SST,GRM7,0,0,0.5185
SST,MTNR1A,0,0,0.3637
SST,SSTR1,0,0,0.5279
TAC1,TACR1,0,0,0.4645
TAC1,TACR2,0,0,0.4478
TAC1,TACR3,0,0,0.4852
TAC3,TACR1,0,0,0.1599
TAC3,TACR2,0,0,0.1264
TAC3,TACR3,0,0,0.1139
TAC4,TACR1,0,0,0.4384
TAC4,TACR2,0,0,0.7049
TAC4,TACR3,0,0,0.5916
TCN2,CNR1,0,0,0.5460
TCN2,LRP2,0,0,0.6839
TCTN1,TMEM67,0,0,0.4663
TF,ADRB2,0,0,0.3096
TF,GPR162,0,0,0.7952
TF,LDLR,0,0,0.7646
TF,LRP2,0,0,0.5981
TF,TFR2,0,0,0.4581
TF,TFRC,0,0,0.5643
TGFB1,ACVRL1,0,0,0.5307
TGFB1,CAV1,0,0,0.7564
TGFB1,CD109,0,0,0.6580
TGFB1,CXCR4,0,0,0.2624
TGFB1,ENG,0,0,0.6262
TGFB1,ITGAV,0,0,0.1615
TGFB1,ITGB1,0,0,0.0648
TGFB1,ITGB3,0,0,0.5383
TGFB1,ITGB5,0,0,0.4109
TGFB1,ITGB6,0,0,0.4284
TGFB1,ITGB8,0,0,0.5025
TGFB1,SDC2,0,0,0.5429
TGFB1,SMAD3,0,0,0.4297
TGFB1,TGFBR1,0,0,0.7899
TGFB1,TGFBR2,0,0,0.5098
TGFB1,TGFBR3,0,0,0.6939
TGFB2,ACVR1,0,0,0.4575
TGFB2,ENG,0,1,0.9103
TGFB2,TGFBR1,0,0,0.7567
TGFB2,TGFBR2,0,0,0.3477
TGFB2,TGFBR3,0,0,0.7247
TGM2,ADGRG1,0,0,0.2169
TGM2,ITGA4,0,0,0.2733
TGM2,ITGA9,0,0,0.4237
TGM2,ITGB1,0,0,0.3004
TGM2,ITGB3,0,0,0.0440
TGM2,SDC4,0,0,0.5083
THBS1,CD36,0,0,0.4727
THBS1,CD47,0,0,0.4010
THBS1,ITGA2B,0,0,0.8623
THBS1,ITGA3,0,0,0.5887
THBS1,ITGA4,0,0,0.4414
THBS1,ITGA6,0,0,0.4319
THBS1,ITGB1,0,0,0.0452
THBS1,ITGB3,0,0,0.5471
THBS1,LRP1,0,0,0.5958
THBS1,LRP5,0,0,0.6613
THBS1,SCARB1,0,0,0.6733
THBS1,SDC1,0,0,0.5053
THBS1,SDC4,0,0,0.3928
THBS1,TNFRSF11B,0,0,0.4444
THPO,MPL,0,0,0.5125
TIMP1,CD63,0,0,0.4674
TNC,CNTN1,0,0,0.7040
TNC,EGFR,0,0,0.3976
TNC,ITGA2,0,0,0.3934
TNC,ITGA5,0,0,0.2221
TNC,ITGA7,0,0,0.1584
TNC,ITGA8,0,0,0.1034
TNC,ITGA9,0,0,0.2528
TNC,ITGAV,0,0,0.4927
TNC,ITGB1,0,0,0.6177
TNC,ITGB3,0,0,0.0981
TNC,ITGB6,0,0,0.4968
TNC,NT5E,0,0,0.0000
TNC,SDC1,0,0,0.4531
TNC,SDC4,0,0,0.7019
TNFSF10,TNFRSF10A,0,0,0.6680
TNFSF10,TNFRSF10D,0,0,0.5451
TNFSF10,TNFRSF11B,0,0,0.6969
TNFSF11,TNFRSF11A,0,0,0.3177
TNFSF11,TNFRSF11B,0,0,0.2551
TNFSF12,TNFRSF12A,0,0,0.4684
TNFSF12,TNFRSF25,0,0,0.5690
TNFSF12,TNFRSF8,0,0,0.3548
TNFSF13B,TNFRSF13B,0,0,0.2714
TNFSF13B,TNFRSF13C,0,0,0.2025
TNFSF13B,TNFRSF17,0,0,0.3128
TNFSF13,FAS,0,0,0.6747
TNFSF13,SDC2,0,0,0.6051
TNFSF13,TNFRSF11B,0,0,0.5489
TNFSF13,TNFRSF13B,0,0,0.4259
TNFSF13,TNFRSF14,0,0,0.6470
TNFSF13,TNFRSF17,0,0,0.3320
TNFSF13,TNFRSF1A,0,0,0.3347
TNFSF14,LTBR,0,0,0.7115
TNFSF14,TNFRSF14,0,0,0.7627
TNFSF14,TNFRSF6B,0,0,0.6559
TNFSF15,TNFRSF25,0,0,0.5011
TNFSF15,TNFRSF6B,0,0,0.5535
TNFSF18,TNFRSF18,0,0,0.2138
TNFSF4,TNFRSF4,0,0,0.1306
TNFSF4,TRAF2,0,0,0.0360
TNFSF8,TNFRSF8,0,0,0.8505
TNFSF9,TNFRSF9,0,0,0.2604
TNFSF9,TRAF2,0,0,0.2664
TNF,RIPK1,0,0,0.7330
TNF,SLC5A11,0,0,0.0941
TNF,TNFRSF1A,0,0,0.5562
TNF,TNFRSF21,0,0,0.3977
TNF,TRAF2,0,0,0.2334
TPH1,HTR2A,0,0,0.1421
TPH1,HTR2B,0,0,0.3401
TPH1,HTR4,0,0,0.3992
TPH1,HTR5A,0,0,0.4923
TRH,TRHR,0,0,0.5879
TSLP,IL7R,0,0,0.2367
UCN2,CRHR1,0,0,0.1873
UCN2,CRHR2,0,0,0.4558
UCN2,IL10RB,0,0,0.2911
UTS2B,UTS2R,0,0,0.4329
VCAM1,ITGA4,0,0,0.5462
VCAM1,ITGA9,0,0,0.6961
VCAM1,ITGAD,0,0,0.5475
VCAM1,ITGB1,0,0,0.3240
VCAM1,ITGB2,0,0,0.7452
VCAM1,ITGB7,0,0,0.4803
VEGFA,EGFR,0,0,0.4876
VEGFA,EPHB2,0,0,0.4119
VEGFA,FLT1,0,0,0.6845
VEGFA,GPC1,0,0,0.4980
VEGFA,ITGA9,0,0,0.8922
VEGFA,ITGAV,0,0,0.5203
VEGFA,ITGB1,0,0,0.4499
VEGFA,ITGB3,0,0,0.3252
VEGFA,KDR,0,0,0.2860
VEGFA,NRP1,0,0,0.3955
VEGFA,NRP2,0,0,0.5854
VEGFA,RET,0,0,0.2629
VEGFA,SIRPA,0,0,0.3623
VEGFA,TYRO3,0,0,0.4050
VEGFC,FLT1,0,0,0.4837
VEGFC,FLT4,0,0,0.2521
VEGFC,ITGA9,0,0,0.5427
VEGFC,ITGB1,0,0,0.4884
VEGFC,KDR,0,0,0.5134
VEGFC,LYVE1,0,0,0.6000
VEGFC,NRP2,0,0,0.4363
VEGFC,VIPR2,0,0,0.5849
VIM,CD44,0,0,0.6881
WNT11,FZD7,0,0,0.2083
WNT16,FZD6,0,0,0.2686
WNT1,FZD1,0,0,0.5446
WNT1,FZD3,0,0,0.3835
WNT1,FZD5,0,0,0.4240
WNT1,FZD7,0,0,0.6200
WNT1,FZD8,0,0,0.3574
WNT1,FZD9,0,0,0.6050
WNT1,LRP5,0,0,0.5891
WNT1,LRP6,0,0,0.4294
WNT1,RYK,0,0,0.5990
WNT2,FZD1,0,0,0.2519
WNT2,FZD5,0,0,0.2676
WNT2,FZD7,0,0,0.7692
WNT2,FZD8,0,0,0.5327
WNT2,FZD9,0,0,0.6141
WNT2,LRP6,0,0,0.4222
WNT3A,APCDD1,0,0,0.0735
WNT3A,FZD1,0,0,0.7065
WNT3A,FZD2,0,0,0.1566
WNT3A,FZD5,0,0,0.1328
