ligand,receptor,truelabel,pred
NTN1,ADORA2B,0,0.0598
NTN1,DCC,0,0.4046
NTN1,NEO1,0,0.2248
NTN1,UNC5A,0,0.1404
NTN3,CDON,0,0.1681
NTN3,NEO1,0,0.0872
NTN4,DCC,0,0.3301
NTN4,UNC5A,0,0.4151
NTNG1,LRRC4C,0,0.2327
NTNG2,LRRC4,0,0.4969
NTNG2,LRRC4C,0,0.4151
NTS,NGFR,0,0.7487
NTS,NTSR1,0,0.2085
NTS,SORT1,0,0.7111
NUCB2,ERAP1,0,0.0616
OBP2A,OR1G1,0,0.5171
OLAH,MOG,0,0.7491
OLFM2,ROBO2,0,0.2385
OMG,LINGO1,0,0.2390
OMG,NGFR,0,0.1048
OSM,IL6ST,0,0.3101
OSM,LIFR,0,0.0935
OSM,OSMR,0,0.0319
OXT,AVPR1A,0,0.7986
OXT,AVPR2,0,0.6938
P4HB,GPR162,0,0.6495
PAPLN,NECTIN4,0,0.3078
PAPLN,SIRPA,0,0.1717
PDCD1LG2,PDCD2,0,0.3620
PDGFA,PDGFRA,0,0.2702
PDGFA,PDGFRB,0,0.1369
PDGFB,ART1,0,0.2501
PDGFB,ITGAV,0,0.5071
PDGFB,LRP1,0,0.2955
PDGFB,PDGFRA,0,0.4142
PDGFB,PDGFRB,0,0.1333
PDGFB,S1PR1,0,0.2063
PDGFC,FLT1,0,0.4065
PDGFC,FLT4,0,0.1671
PDGFC,KDR,0,0.8009
PDGFC,PDGFRA,0,0.2433
PDGFC,PDGFRB,0,0.3758
PDGFD,PDGFRA,0,0.4503
PDGFD,PDGFRB,0,0.2302
PDX1,SLC2A2,0,0.4910
PDYN,ADRA2A,0,0.1582
PDYN,GRM7,0,0.0605
PDYN,MTNR1A,0,0.6533
PDYN,OPRD1,0,0.2673
PENK,ADRA2A,0,0.0120
PENK,GRM7,0,0.2333
PENK,MRGPRX1,0,0.7651
PENK,MTNR1A,0,0.1409
PENK,OPRD1,0,0.5598
PF4,ADRA2A,0,0.0939
PF4,CXCR3,0,0.0122
PF4,FGFR2,0,0.3274
PF4,GRM7,0,0.1117
PF4,LDLR,0,0.2276
PF4,MTNR1A,0,0.7442
PF4,PROCR,0,0.6045
PF4,SDC2,0,0.2311
PF4,THBD,0,0.5244
PGF,FLT1,0,0.1930
PGF,NRP1,0,0.4935
PGF,NRP2,0,0.2470
PI3,PLD2,0,0.7824
PIK3CD-AS1,LY6G6C,0,0.4752
PIP,CD4,0,0.2414
PIP,NPTN,0,0.1523
PLA2G10,PLA2R1,0,0.5269
PLAU,IGF2R,0,0.1013
PLAU,ITGA3,0,0.0183
PLAU,ITGA5,0,0.0183
PLAU,ITGAM,0,0.0011
PLAU,ITGAV,0,0.0005
PLAU,ITGB1,0,0.0168
PLAU,ITGB2,0,0.0738
PLAU,ITGB5,0,0.2400
PLAU,LRP1,0,0.0378
PLAU,LRP2,0,0.0289
PLAU,MRC2,0,0.1816
PLAU,PLAUR,0,0.2090
PLAU,ST14,0,0.2129
PLAU,VLDLR,0,0.2258
PLG,F2R,0,0.0871
PLG,F2RL1,0,0.3721
PLG,F3,0,0.8971
PLG,FLT1,0,0.4221
PLG,ITGA9,0,0.3490
PLG,ITGAM,0,0.2590
PLG,ITGB1,0,0.1211
PLG,ITGB2,0,0.1173
PLG,PLAUR,0,0.1270
SEMA4A,PLXNB1,0,0.1371
SEMA4A,PLXNB2,0,0.0606
SEMA4A,PLXNB3,0,0.1789
SEMA4A,PLXND1,0,0.1901
PMCH,ADRA2A,0,0.2086
PMCH,GRM7,0,0.1496
PMCH,MCHR1,0,0.8116
PMCH,MTNR1A,0,0.8083
PNOC,ADRA2A,0,0.5477
PNOC,GRM7,0,0.0552
PNOC,MTNR1A,0,0.2229
PNOC,OPRL1,0,0.2966
POMC,ADCYAP1R1,0,0.1351
POMC,ADRA2A,0,0.5359
POMC,ADRB2,0,0.0000
POMC,ADRB3,0,0.1355
POMC,GPR20,0,0.0245
POMC,GPR84,0,0.4537
POMC,GRM7,0,0.0112
POMC,MC1R,0,0.3147
POMC,MC3R,0,0.0568
POMC,MTNR1A,0,0.1136
POMC,OPRD1,0,0.5099
POMC,PTH1R,0,0.0188
POMC,RAMP2,0,0.0219
POMC,RAMP3,0,0.2229
POMC,TSHR,0,0.7327
POMC,VIPR1,0,0.1553
PON2,HTR2A,0,0.2705
PPY,ADRA2A,0,0.0021
PPY,GRM7,0,0.1748
PPY,MTNR1A,0,0.7373
PPY,NPY1R,0,0.2297
PPY,NPY2R,0,0.2080
PRLH,PRLHR,0,0.2896
PRND,RPSA,0,0.8093
PROC,ITGAM,0,0.1400
PROC,ITGB2,0,0.6364
PROC,PROCR,0,0.7697
PROC,THBD,0,0.5554
PROK1,PROKR1,0,0.0889
PROK1,PROKR2,0,0.1099
PROK2,PROKR1,0,0.2898
PROK2,PROKR2,0,0.3330
PROS1,AXL,0,0.0028
PROS1,TYRO3,0,0.0085
PRSS23,TMEM222,0,0.4404
PSAP,CD1B,0,0.3243
PSAP,LRP1,0,0.2871
PSAP,SORT1,0,0.1099
PSEN1,CD44,1,0.9304
PSEN1,NCSTN,0,0.8010
PSEN1,NOTCH1,0,0.7842
PSEN1,NOTCH2,0,0.7813
PSEN1,NOTCH3,0,0.7969
PSEN1,NOTCH4,0,0.5199
PSPN,GFRA1,0,0.1464
PSPN,GFRA2,0,0.5193
PSPN,GFRA3,0,0.3112
PSPN,GFRA4,0,0.4874
PSPN,RET,0,0.5691
PSPN,SDC3,0,0.0258
PTDSS1,JMJD6,0,0.0832
PTDSS1,SCARB1,0,0.0503
PTGS2,ALOX5,0,0.2643
PTGS2,CAV1,0,0.0133
PTGS2,PTGDR2,0,0.2974
PTH2,ADCYAP1R1,0,0.0411
PTH2,ADRB2,0,0.0022
PTH2,ADRB3,0,0.0117
PTH2,GPR20,1,0.9275
PTH2,GPR84,0,0.6226
PTH2,PTH1R,0,0.7869
PTH2,PTH2R,0,0.8967
PTH2,RAMP2,0,0.0164
PTH2,RAMP3,0,0.2356
PTH2,TSHR,0,0.0694
PTH2,VIPR1,1,0.9247
PTHLH,ADCYAP1R1,0,0.0119
PTHLH,ADRB2,0,0.0000
PTHLH,ADRB3,0,0.1051
PTHLH,GPR20,0,0.5264
PTHLH,GPR84,0,0.6781
PTHLH,PRLHR,0,0.7937
PTHLH,PTH1R,0,0.5177
PTHLH,PTH2R,0,0.7152
PTHLH,RAMP2,0,0.0019
PTHLH,RAMP3,0,0.1353
PTHLH,TSHR,0,0.5275
PTHLH,VIPR1,0,0.4797
PTN,ALK,0,0.7302
PTN,CDH10,0,0.3771
PTN,PLXNB2,0,0.5242
PTN,SDC1,0,0.4786
PTN,SDC3,0,0.0534
PVR,CD226,0,0.1304
PVR,CD96,0,0.4481
PVR,TIGIT,0,0.2478
PYY,ADRA2A,0,0.4794
PYY,FAP,0,0.0000
PYY,GRM7,0,0.0000
PYY,MTNR1A,0,0.2407
PYY,NPY1R,0,0.0038
PYY,NPY2R,0,0.0612
QRFP,P2RY14,0,0.7256
RAET1E,KLRK1,0,0.1260
RARRES2,CCRL2,0,0.1744
RBP4,STRA6,0,0.8267
RELN,ITGA3,0,0.5708
RELN,ITGB1,0,0.0000
RELN,LRP8,0,0.1563
RELN,VLDLR,0,0.1106
REN,ASIC3,0,0.1014
RIMS1,CACNA1C,0,0.1633
RIMS1,SLC17A7,0,0.4948
RLN1,RXFP1,0,0.4474
RLN1,RXFP2,0,0.3121
RLN2,ADCYAP1R1,0,0.5504
RLN2,ADRB2,0,0.6803
RLN2,ADRB3,0,0.1547
RLN2,GPR20,0,0.1588
RLN2,GPR84,0,0.1818
RLN2,PTH1R,0,0.0015
RLN2,RAMP2,0,0.3602
RLN2,RAMP3,0,0.4984
RLN2,RXFP1,0,0.0923
RLN2,RXFP2,0,0.0051
RLN2,TSHR,0,0.0154
RLN2,VIPR1,0,0.0000
RLN3,ADCYAP1R1,0,0.0569
RLN3,ADRA2A,0,0.0289
RLN3,ADRB2,0,0.3764
RLN3,ADRB3,0,0.0004
RLN3,GPR20,0,0.2400
RLN3,GPR84,0,0.0937
RLN3,GRM7,0,0.0188
RLN3,MTNR1A,0,0.4452
RLN3,PTH1R,0,0.0210
RLN3,RAMP2,0,0.0169
RLN3,RAMP3,0,0.6234
RLN3,RXFP1,0,0.2343
RLN3,RXFP2,0,0.1078
RLN3,RXFP4,0,0.3365
RLN3,TSHR,0,0.0082
RLN3,VIPR1,0,0.0000
RNASE2,TLR2,0,0.3803
RPS27A,ADRB2,0,0.0020
RPS27A,ERBB2,0,0.0077
RPS27A,FGFR2,0,0.1258
RPS27A,LDLR,0,0.2389
RPS27A,LRP2,0,0.1994
RPS27A,RIPK1,0,0.0506
RPS27A,SMAD3,0,0.0246
RPS27A,TGFBR1,0,0.1629
RPS27A,TGFBR2,0,0.1515
RPS27A,TLR4,0,0.1248
RSPO1,FZD8,0,0.1657
RSPO1,LGR4,0,0.1664
RSPO1,LGR5,0,0.2034
RSPO1,LGR6,0,0.2461
RSPO1,LRP6,0,0.2904
RSPO2,LGR4,0,0.7072
RSPO2,LGR5,0,0.5584
RSPO2,LGR6,0,0.7643
RSPO3,FZD8,0,0.3819
RSPO3,LGR4,0,0.3723
RSPO3,LGR5,0,0.4691
RSPO3,LGR6,0,0.4994
RSPO3,LRP6,0,0.5962
RSPO3,SDC4,0,0.1849
RTN4,CNTNAP1,0,0.2940
RTN4,LINGO1,0,0.4220
RTN4,NGFR,0,0.3203
S100A8,TLR4,0,0.0000
SAA1,ADRA2A,0,0.0372
SAA1,FPR1,0,0.6908
SAA1,FPR2,0,0.3920
SAA1,GRM7,0,0.2145
SAA1,MTNR1A,0,0.6219
SAA1,SCARB1,0,0.5902
SCGB3A1,MARCO,0,0.1905
SCT,ADCYAP1R1,0,0.1246
SCT,ADRB2,0,0.1211
SCT,ADRB3,0,0.4516
SCT,GPR20,0,0.3218
SCT,GPR84,0,0.7593
SCT,PTH1R,0,0.3446
SCT,RAMP2,0,0.1811
SCT,RAMP3,0,0.2812
SCT,SCTR,0,0.3326
SCT,TSHR,0,0.0238
SCT,VIPR1,0,0.2925
SCT,VIPR2,0,0.5928
SELPLG,ESAM,0,0.5824
SELPLG,ITGAM,0,0.2553
SELPLG,ITGB2,0,0.0609
SELPLG,SELE,0,0.6266
SELPLG,SELL,0,0.5421
SELPLG,SELP,0,0.2702
SEMA3A,NRP1,0,0.2911
SEMA3A,NRP2,0,0.3475
SEMA3A,PLXNA1,0,0.0117
SEMA3A,PLXNA2,0,0.2172
SEMA3A,PLXNA3,0,0.5121
SEMA3A,PLXNA4,0,0.3677
SEMA3C,NRP1,0,0.4142
SEMA3C,NRP2,0,0.3435
SEMA3C,PLXND1,0,0.1782
SEMA3F,NRP1,0,0.4308
SEMA3F,NRP2,0,0.4275
SEMA3F,PLXNA1,0,0.2571
SEMA3F,PLXNA3,0,0.5129
SEMA4A,PLXND1,0,0.1901
SEMA4B,DCBLD2,0,0.1928
SEMA4C,PLXNB2,0,0.1038
SEMA4D,CD72,0,0.5874
SEMA4D,ERBB2,0,0.0165
SEMA4D,MET,0,0.0484
SEMA4D,PLXNB1,0,0.5409
SEMA4D,PLXNB2,0,0.6698
SEMA5A,MET,0,0.1464
SEMA5A,PLXNB3,0,0.1737
SEMA6A,PLXNA2,0,0.0383
SEMA6A,PLXNA4,0,0.0747
SEMA6D,KDR,0,0.1661
SEMA6D,PLXNA1,0,0.5166
SEMA6D,TREM2,0,0.1954
SEMA6D,TYROBP,0,0.2423
SEMA7A,ITGA1,0,0.4488
SEMA7A,ITGB1,0,0.0104
SEMA7A,PLXNC1,0,0.6595
SERPINA7,SLC16A2,0,0.1415
SERPING1,LRP1,0,0.0657
SERPING1,SELE,0,0.0009
SERPING1,SELP,0,0.1497
SFRP1,FZD2,0,0.0566
SFRP1,FZD6,0,0.0404
SFTPD,LY96,0,0.2715
SFTPD,TLR4,0,0.1666
SHANK1,ABCA1,0,0.7208
SHANK1,ADGRB2,0,0.5329
SHBG,CLDN4,0,0.1946
SHH,BOC,0,0.0057
SHH,CDON,0,0.4928
SHH,GPC5,0,0.1357
SHH,LRP2,0,0.5523
SHH,SMO,0,0.0781
SLIT1,GPC1,0,0.1907
SLIT1,ROBO1,0,0.1666
SLIT1,SDC1,0,0.0861
SLIT2,DCC,0,0.4215
SLIT2,GPC1,0,0.5030
SLIT2,ROBO1,0,0.3223
SLIT2,ROBO2,0,0.6352
SLIT2,ROBO4,0,0.4920
SLIT2,SDC1,0,0.4464
SLIT3,ROBO2,0,0.3931
SOST,LRP5,0,0.1329
SOST,LRP6,0,0.0810
SPINK1,EGFR,0,0.2628
SPINK1,NRSN1,0,0.3152
SPINT1,ST14,0,0.6531
SPP1,CD44,0,0.6986
SPP1,ITGA4,0,0.4542
SPP1,ITGA5,0,0.4277
SPP1,ITGA9,0,0.3465
SPP1,ITGAV,0,0.1332
SPP1,ITGB1,0,0.1025
SPP1,ITGB3,0,0.3616
SPP1,ITGB5,0,0.5667
SPP1,S1PR1,0,0.5109
SST,ADRA2A,0,0.2103
SST,GRM7,0,0.0725
SST,MTNR1A,0,0.5543
SST,SSTR1,0,0.2024
TAC1,TACR1,0,0.1676
TAC1,TACR2,0,0.1118
TAC1,TACR3,0,0.1147
TAC3,TACR1,0,0.1675
TAC3,TACR2,0,0.2834
TAC3,TACR3,0,0.0532
TAC4,TACR1,0,0.3658
TAC4,TACR2,0,0.3121
TAC4,TACR3,0,0.3062
TCN2,CNR1,0,0.2550
TCN2,LRP2,0,0.0496
TCTN1,TMEM67,0,0.4316
TF,ADRB2,0,0.0057
TF,GPR162,0,0.0915
TF,LDLR,0,0.6146
TF,LRP2,0,0.5904
TF,TFR2,0,0.0964
TF,TFRC,0,0.1478
TGFB1,ACVRL1,0,0.0731
TGFB1,CAV1,0,0.0828
TGFB1,CD109,0,0.2182
TGFB1,CXCR4,0,0.8614
TGFB1,ENG,0,0.1746
TGFB1,ITGAV,0,0.1559
TGFB1,ITGB1,0,0.0629
TGFB1,ITGB3,0,0.2556
TGFB1,ITGB5,0,0.1288
TGFB1,ITGB6,0,0.4382
TGFB1,ITGB8,0,0.2207
TGFB1,SDC2,0,0.6580
TGFB1,SMAD3,0,0.1537
TGFB1,TGFBR1,0,0.1468
TGFB1,TGFBR2,0,0.1693
TGFB1,TGFBR3,0,0.1292
TGFB2,ACVR1,0,0.3781
TGFB2,ENG,0,0.1274
TGFB2,TGFBR1,0,0.2204
TGFB2,TGFBR2,0,0.0455
TGFB2,TGFBR3,0,0.2315
TGM2,ADGRG1,0,0.0847
TGM2,ITGA4,0,0.1913
TGM2,ITGA9,0,0.2566
TGM2,ITGB1,0,0.0918
TGM2,ITGB3,0,0.2402
TGM2,SDC4,0,0.1766
THBS1,CD36,0,0.0677
THBS1,CD47,0,0.4494
THBS1,ITGA2B,0,0.2824
THBS1,ITGA3,0,0.0840
THBS1,ITGA4,0,0.3037
THBS1,ITGA6,0,0.1306
THBS1,ITGB1,0,0.0512
THBS1,ITGB3,0,0.2904
THBS1,LRP1,0,0.5013
THBS1,LRP5,0,0.2411
THBS1,SCARB1,0,0.3065
THBS1,SDC1,0,0.4382
THBS1,SDC4,0,0.0672
THBS1,TNFRSF11B,0,0.3758
THPO,MPL,0,0.4488
TIMP1,CD63,0,0.7589
TNC,CNTN1,0,0.2039
TNC,EGFR,0,0.7178
TNC,ITGA2,0,0.4428
TNC,ITGA5,0,0.0647
TNC,ITGA7,0,0.5985
TNC,ITGA8,0,0.7331
TNC,ITGA9,0,0.1937
TNC,ITGAV,0,0.0471
TNC,ITGB1,0,0.1314
TNC,ITGB3,0,0.2353
TNC,ITGB6,0,0.0885
TNC,NT5E,0,0.4322
TNC,SDC1,0,0.0578
TNC,SDC4,0,0.0136
TNFSF10,TNFRSF10A,0,0.0000
TNFSF10,TNFRSF10D,0,0.0000
TNFSF10,TNFRSF11B,0,0.0228
TNFSF11,TNFRSF11A,0,0.4086
TNFSF11,TNFRSF11B,0,0.5869
TNFSF12,TNFRSF12A,0,0.3713
TNFSF12,TNFRSF25,0,0.0860
TNFSF12,TNFRSF8,0,0.0912
TNFSF13B,TNFRSF13B,0,0.1384
TNFSF13B,TNFRSF13C,0,0.4409
TNFSF13B,TNFRSF17,0,0.3738
TNFSF13,FAS,0,0.8507
TNFSF13,SDC2,0,0.1209
TNFSF13,TNFRSF11B,0,0.7257
TNFSF13,TNFRSF13B,0,0.1576
TNFSF13,TNFRSF14,0,0.5671
TNFSF13,TNFRSF17,0,0.8544
TNFSF13,TNFRSF1A,0,0.4813
TNFSF14,LTBR,0,0.7711
TNFSF14,TNFRSF14,0,0.7236
TNFSF14,TNFRSF6B,0,0.7145
TNFSF15,TNFRSF25,0,0.1275
TNFSF15,TNFRSF6B,0,0.3403
TNFSF18,TNFRSF18,0,0.7947
TNFSF4,TNFRSF4,0,0.6072
TNFSF4,TRAF2,0,0.1217
TNFSF8,TNFRSF8,0,0.1890
TNFSF9,TNFRSF9,0,0.1873
TNFSF9,TRAF2,0,0.0680
TNF,RIPK1,0,0.1181
TNF,SLC5A11,0,0.2611
TNF,TNFRSF1A,0,0.2559
TNF,TNFRSF21,0,0.2626
TNF,TRAF2,0,0.6965
TPH1,HTR2A,0,0.1428
TPH1,HTR2B,0,0.1360
TPH1,HTR4,0,0.0893
TPH1,HTR5A,0,0.3380
TRH,TRHR,0,0.6480
TSLP,IL7R,0,0.6671
UCN2,CRHR1,0,0.0023
UCN2,CRHR2,0,0.7368
UCN2,IL10RB,0,0.3420
UTS2B,UTS2R,0,0.4004
VCAM1,ITGA4,0,0.0209
VCAM1,ITGA9,0,0.1852
VCAM1,ITGAD,0,0.4751
VCAM1,ITGB1,0,0.7065
VCAM1,ITGB2,0,0.0259
VCAM1,ITGB7,0,0.5867
VEGFA,EGFR,0,0.1831
VEGFA,EPHB2,0,0.0277
VEGFA,FLT1,0,0.1188
VEGFA,GPC1,0,0.1772
VEGFA,ITGA9,0,0.0244
VEGFA,ITGAV,0,0.3266
VEGFA,ITGB1,0,0.1843
VEGFA,ITGB3,0,0.1332
VEGFA,KDR,0,0.1544
VEGFA,NRP1,0,0.2579
VEGFA,NRP2,0,0.0379
VEGFA,RET,0,0.3004
VEGFA,SIRPA,0,0.0910
VEGFA,TYRO3,0,0.1185
VEGFC,FLT1,0,0.5015
VEGFC,FLT4,0,0.0931
VEGFC,ITGA9,0,0.3654
VEGFC,ITGB1,0,0.0197
VEGFC,KDR,0,0.7741
VEGFC,LYVE1,0,0.2807
VEGFC,NRP2,0,0.4949
VEGFC,VIPR2,0,0.3504
VIM,CD44,0,0.3904
WNT11,FZD7,0,0.0520
WNT16,FZD6,0,0.6428
WNT1,FZD1,0,0.2265
WNT1,FZD3,0,0.0630
WNT1,FZD5,0,0.5396
WNT1,FZD7,0,0.2662
WNT1,FZD8,0,0.3724
WNT1,FZD9,0,0.5767
WNT1,LRP5,0,0.1158
WNT1,LRP6,0,0.1069
WNT1,RYK,0,0.2598
WNT2,FZD1,0,0.2901
WNT2,FZD5,0,0.6762
WNT2,FZD7,0,0.6123
WNT2,FZD8,0,0.6243
WNT2,FZD9,0,0.5868
WNT2,LRP6,0,0.0000
WNT3A,APCDD1,0,0.1193
WNT3A,FZD1,0,0.4605
WNT3A,FZD2,0,0.1669
WNT3A,FZD5,0,0.2076
WNT3A,FZD6,0,0.0930
WNT3A,FZD7,0,0.1105
WNT3A,FZD8,0,0.2426
WNT3A,LRP1,0,0.0611
WNT3A,LRP5,0,0.1584
WNT3A,LRP6,0,0.1443
WNT3A,RYK,0,0.1655
WNT3,FZD1,0,0.0104
WNT3,FZD5,0,0.1454
WNT3,FZD7,0,0.0841
WNT3,FZD8,0,0.0821
WNT3,LRP6,0,0.1575
WNT3,RYK,0,0.0421
WNT5A,ADRB2,0,0.0909
WNT5A,FZD1,0,0.2643
WNT5A,FZD2,0,0.6357
WNT5A,FZD4,0,0.4150
WNT5A,FZD5,0,0.3392
WNT5A,FZD6,0,0.6152
WNT5A,FZD7,0,0.4849
WNT5A,FZD8,0,0.4541
WNT5A,LDLR,0,0.1520
WNT5A,LRP2,0,0.1543
WNT5A,LRP5,0,0.3577
WNT5A,MCAM,0,0.4596
WNT5A,ROR2,0,0.0084
WNT5A,RYK,0,0.4572
WNT7A,FZD10,0,0.0219
WNT7A,FZD5,0,0.1216
WNT7A,FZD9,0,0.1826
WNT7A,LRP6,0,0.0646
XCL1,XCR1,0,0.1928
ZG16B,CXCR4,0,0.0396
ZG16B,TLR2,0,0.6674
ZG16B,TLR4,0,0.0988
ZG16B,TLR5,0,0.8540
ZG16B,TLR6,0,0.2701
MTf,PLG,0,0.1374
FYN,SPN,0,0.2326
SHP1,CLEC12A,0,0.6068
TP53,TNFRSF10D,0,0.2812
ADAM10,NOTCH1,0,0.1781
ADAM10,EFNA3,0,0.0343
SHP1,FCRL4,0,0.4167
SHP2,FCRL4,0,0.5257
TYROBP,TREM1,0,0.5995
FYN,THY1,0,0.4833
SYK,FCGR2A,0,0.2614
LGALS1,ITGB1,0,0.0180
LGALS1,PTPRC,0,0.0277
SFTPD,SIRPA,0,0.2974
CD6,ALCAM,0,0.3838
TIM-1,CD300LB,0,0.0575
BST2,LILRA4,0,0.3686
ITGB2,THY1,0,0.8092
SHP1,CD300LF,0,0.8132
CD48,CD244,0,0.4830
HLA-F,KIR3DL1,0,0.1643
CEACAM1,CD209,0,0.4781
PECAM1,CD38,0,0.0236
DLL4,NOTCH2,0,0.2848
DLL4,NOTCH3,0,0.3788
CD22,PTPRC,0,0.0481
PVR,NECTIN3,0,0.8599
NECTIN2,NECTIN3,0,0.0000
DSC2,DSG2,0,0.5189
DSC2,DSG1,0,0.4153
DSC1,DSG1,0,0.4944
DSC1,DSG2,0,0.1599
PVR,CD96,0,0.4481
LILRB4,LAIR1,0,0.1026
ICAM1,SPN,0,0.4415
CEACAM5,CEACAM1,0,0.5866
CEACAM6,CEACAM1,0,0.0828
JAG1,CD46,0,0.1583
FCER2,CR2,0,0.3752
WNT5A,FZD3,0,0.1334
WNT2,FZD3,0,0.6717
CD99,PILRA,0,0.0366
CEACAM5,CD8A,0,0.4965
CEACAM5,CD1D,0,0.0981
CD1D,LILRB2,0,0.0918
HLA-F,KIR3DL2,0,0.4493
CD274,CD80,0,0.0331
HLA-F,LILRB2,0,0.4431
KLRB1,CLEC2D,0,0.2847
CLEC2B,KLRF1,0,0.2844
CLEC2A,KLRF2,0,0.3487
CD47,SIRPG,0,0.0828
WNT2,FZD4,0,0.7345
CCL18,CCR8,0,0.6884
CD52,SIGLEC10,0,0.1406
CD200,CD200R1,0,0.5844
