,x,y,type
c-1011,2841.4648035843,4562.20951624202,Proliferating cell
c-1012,2895.09305916789,4561.63607455959,Proliferating cell
c-1013,2856.89591179102,4563.8433196908,Proliferating cell
c-1014,2783.37575280126,4563.17720106221,Proliferating cell
c-1015,2928.9425709385,4563.75471754603,Fibroblast
c-1016,2768.11548277214,4568.21835344495,Proliferating cell
c-1017,2778.34994522485,4567.67841655518,Epithelial cell
c-1018,2883.07799442605,4566.30167561952,Proliferating cell
c-1019,2845.78380941755,4568.16995823934,Proliferating cell
c-1020,2899.84436240735,4571.30450051529,Epithelial cell
c-1021,2807.18170537838,4570.27396952437,Proliferating cell
c-1022,2793.87828416541,4572.07337525659,Proliferating cell
c-1023,2846.69221534319,4577.25165091652,Proliferating cell
c-1024,2769.20600025046,4576.91534307399,Epithelial cell
c-1025,2773.34973614298,4558.24682085424,Epithelial cell
c-1026,2941.86638072468,4564.20884876255,Fibroblast
c-1027,2749.55954140787,4559.67787485345,Epithelial cell
c-1028,2646.37240037032,4559.0352950879,Epithelial cell
c-1029,2740.78089872476,4561.10598760852,Epithelial cell
c-1030,2632.72411271027,4561.47889414439,Proliferating cell
c-1031,2589.37327960184,4561.9441116179,Proliferating cell
c-1032,2636.54850715654,4561.86864852068,Proliferating cell
c-1033,2641.14141144905,4561.59560064696,Proliferating cell
c-1034,2648.7326982285,4563.26674360807,Epithelial cell
c-1035,2761.6381733577,4567.88877248071,Epithelial cell
c-1036,2614.91515989817,4564.24914625886,Proliferating cell
c-1037,2664.81620910949,4568.70351341557,Epithelial cell
c-1038,2741.8696240579,4567.17153291432,Epithelial cell
c-1039,2627.92349712854,4565.6303546262,Proliferating cell
c-1040,2577.30894361158,4569.47555074491,Proliferating cell
c-1041,2591.8648664042,4569.02435472459,Proliferating cell
c-1042,2605.66262571119,4568.37009503167,Proliferating cell
c-1043,2609.23086775865,4570.70005054458,Proliferating cell
c-1044,2562.13797509449,4572.62504564123,Epithelial cell
c-1045,2678.18679991074,4571.52862539241,Monocytes
c-1046,2741.15050722963,4575.67985351442,Epithelial cell
c-1047,2618.78809983562,4573.54149569271,Proliferating cell
c-1048,2746.13235011742,4580.45903272454,Epithelial cell
c-1049,2570.41738330622,4577.64652055636,Proliferating cell
c-1050,2590.99955820048,4578.13752931957,Proliferating cell
c-1051,2669.33064878471,4584.04595819957,Epithelial cell
c-1052,2642.98171645088,4578.07486485713,Proliferating cell
c-1053,2654.56770681823,4581.14673926866,Proliferating cell
c-1054,2757.4973997859,4581.10100288987,Epithelial cell
c-1055,2661.71836548119,4583.51936274742,Epithelial cell
c-1056,2644.75197605138,4584.33012564796,Epithelial cell
c-1057,2595.06844951394,4583.35112680094,Proliferating cell
c-1058,2639.37217330866,4585.62173557997,Proliferating cell
c-1059,2587.29249677552,4587.24764754351,Proliferating cell
c-1060,2658.02075709823,4584.62844026036,Proliferating cell
c-1061,2603.57401442668,4587.14961309208,Proliferating cell
c-1062,2614.73358348344,4589.68548372058,Proliferating cell
c-1063,2631.16968375409,4588.05897949066,Proliferating cell
c-1064,2581.08870436578,4588.96667455107,Proliferating cell
c-1065,2751.99766960175,4589.21805988197,Epithelial cell
c-1066,2745.20541821231,4590.01885588092,Proliferating cell
c-1067,2606.90040295089,4593.15448144061,Proliferating cell
c-1068,2664.7005252419,4590.7010235355,Epithelial cell
c-1069,2574.66041202272,4591.39382250138,Macrophage
c-1070,2591.5359239565,4591.41880012679,Proliferating cell
c-1071,2657.84883703474,4591.26069416036,CD8 T-cell
c-1072,2681.62160808819,4596.07426056877,Epithelial cell
c-1073,2598.74360634837,4591.41559466316,Proliferating cell
c-1074,2614.22899703843,4594.96913986836,Macrophage
c-1075,2640.13883830591,4594.16006909579,Proliferating cell
c-1076,2626.27355473999,4593.07226392536,Proliferating cell
c-1077,2651.72967191482,4596.1481282511,CD8 T-cell
c-1078,2664.36752784164,4596.43637239089,Epithelial cell
c-1079,2601.63976997848,4595.70764913127,Proliferating cell
c-1080,2658.92910627008,4597.10056010577,Epithelial cell
c-1081,2687.05682628395,4597.2549714812,Epithelial cell
c-1082,2596.31187108215,4596.06546621207,Macrophage
c-1083,2647.38266497417,4598.25741210019,Proliferating cell
c-1084,2757.58334769469,4598.00611419446,Epithelial cell
c-1085,2675.68417025842,4599.12420886599,Epithelial cell
c-1086,2622.92523760126,4600.31389330542,Proliferating cell
c-1087,2640.3504991941,4600.10574428499,Proliferating cell
c-1088,2669.02556792817,4606.15686794739,Epithelial cell
c-1089,2660.07068071603,4606.1291001144,Proliferating cell
c-1090,2652.53275658742,4604.87830218583,Proliferating cell
c-1091,2682.60246132602,4605.29642918937,Epithelial cell
c-1092,2679.81967469227,4610.53541447626,Epithelial cell
c-1093,2634.28932828739,4609.03755538782,Proliferating cell
c-1094,2627.53104158065,4607.53877976607,Proliferating cell
c-1095,2696.25865185597,4608.91258982549,Epithelial cell
c-1096,2615.8291618225,4620.33491090648,Proliferating cell
c-1097,2653.88201170472,4608.12172363049,Proliferating cell
c-1098,2666.73166189923,4614.6180370041,Epithelial cell
c-1099,2605.51530611805,4616.04038369378,Proliferating cell
c-1100,2622.54037701645,4614.09102791587,Proliferating cell
c-1101,2644.9384143916,4609.07735419885,Proliferating cell
c-1102,2695.03272087517,4612.22194162166,Epithelial cell
c-1103,2639.95701165614,4611.46855674164,Proliferating cell
c-1104,2579.09276256046,4611.38163225298,Macrophage
c-1105,2592.13936501716,4611.51609637935,Epithelial cell
c-1106,2654.65982296154,4616.38844263501,Proliferating cell
c-1107,2583.26023530461,4614.39859318065,CD8 T-cell
c-1108,2631.26214690008,4616.58336502072,Proliferating cell
c-1109,2758.88400132302,4616.43295943535,Proliferating cell
c-1110,2601.02595237132,4617.49383651883,Proliferating cell
c-1111,2572.71393699909,4616.42178688717,Fibroblast
c-1112,2593.10849214563,4616.96001485513,Proliferating cell
c-1113,2589.81666435384,4620.77809999064,Proliferating cell
c-1114,2697.3524788737,4618.79158667868,Epithelial cell
c-1115,2685.23558617953,4620.81459970292,Epithelial cell
c-1116,2624.43962851787,4624.32736978633,Proliferating cell
c-1117,2696.81441250215,4623.912598797,Proliferating cell
c-1118,2633.29395979683,4626.14715902948,Proliferating cell
c-1119,2665.28104317383,4624.95927223302,Epithelial cell
c-1120,2762.7073406133,4625.42343488052,Epithelial cell
c-1121,2657.01369500619,4626.72369272262,Proliferating cell
c-1122,2651.26290341584,4626.91320516958,Proliferating cell
c-1123,2715.80077861377,4628.00793712439,Epithelial cell
c-1124,2619.81222256872,4629.81140091818,Proliferating cell
c-1125,2646.5621575379,4627.84900393979,Proliferating cell
c-1126,2641.63024988001,4628.89311974404,Proliferating cell
c-1127,2606.40760169102,4631.07992353087,CD8 T-cell
c-1128,2688.3330445193,4632.48459219199,Epithelial cell
c-1129,2659.52509271312,4629.98220281236,Proliferating cell
c-1130,2667.09737442693,4632.36839447261,Proliferating cell
c-1131,2698.1145093386,4632.76135998248,Epithelial cell
c-1132,2680.93645065063,4630.3303550647,Epithelial cell
c-1133,2592.00994586987,4633.43378337536,Proliferating cell
c-1134,2575.06712994232,4636.19980074193,CD8 T-cell
c-1135,2600.68655399743,4635.5190001924,Proliferating cell
c-1136,2716.27688081522,4640.27529668727,Epithelial cell
c-1137,2696.85772276727,4642.11980862425,Epithelial cell
c-1138,2610.91699567945,4640.29049543731,Proliferating cell
c-1139,2674.54044710665,4641.27553499112,Epithelial cell
c-1140,2668.07722424058,4646.37468368853,Proliferating cell
c-1141,2687.8387258652,4642.14467204075,Epithelial cell
c-1142,2615.26191984803,4642.89776067957,Proliferating cell
c-1143,2683.75715642601,4648.2707493692,Epithelial cell
c-1144,2586.54403683696,4644.92713640954,Proliferating cell
c-1145,2618.31369274172,4645.07708510524,Proliferating cell
c-1146,2678.57638493756,4646.94281079529,Proliferating cell
c-1147,2700.27570736277,4648.79128429675,Epithelial cell
c-1148,2688.73060288576,4648.17791793049,Epithelial cell
c-1149,2607.05157694136,4646.23960035002,Proliferating cell
c-1150,2611.02593389271,4646.92326476243,Proliferating cell
c-1151,2583.49542060925,4647.73047860058,Proliferating cell
c-1152,2615.51768107233,4650.0325196719,Proliferating cell
c-1153,2621.85464124109,4650.48846240926,Proliferating cell
c-1154,2586.39793396718,4654.19166228294,Proliferating cell
c-1155,2625.74155373335,4652.39812634912,Proliferating cell
c-1156,2608.90537265783,4651.59133014301,Proliferating cell
c-1157,2695.03355824999,4652.88584600349,Epithelial cell
c-1158,2693.65621368163,4656.55741135682,Epithelial cell
c-1159,2671.4974105697,4657.78327901753,Proliferating cell
c-1160,2602.56470502519,4659.35308275852,Proliferating cell
c-1161,2632.29880276946,4657.30912641065,Proliferating cell
c-1162,2658.57247780379,4657.26936777524,Epithelial cell
c-1163,2639.91134187,4658.88035806012,Proliferating cell
c-1164,2702.76595416023,4656.7156285622,Epithelial cell
c-1165,2647.56317386696,4658.87462120845,Proliferating cell
c-1166,2614.15662980794,4656.96868976723,Proliferating cell
c-1167,2683.17982653395,4662.36953609099,CD8 T-cell
c-1168,2694.45964503291,4663.32172456997,Epithelial cell
c-1169,2626.02122520262,4661.59156281387,Proliferating cell
c-1170,2710.44500680556,4661.03198350215,Epithelial cell
c-1171,2579.78907738155,4665.55837145068,Proliferating cell
c-1172,2717.47952055068,4669.15830632049,Epithelial cell
c-1173,2692.18358847401,4665.12845047285,Epithelial cell
c-1174,2588.55349327882,4664.99112755956,Proliferating cell
c-1175,2660.1247729581,4666.4414987418,CD8 T-cell
c-1176,2673.51298367627,4667.95564866593,Proliferating cell
c-1177,2710.96723168941,4670.6341132598,Epithelial cell
c-1178,2648.67351186183,4667.91540117315,Proliferating cell
c-1179,2634.63664168115,4668.12097555197,Proliferating cell
c-1180,2665.94345789597,4671.72605803102,Proliferating cell
c-1181,2650.30155695575,4671.4463790201,Proliferating cell
c-1182,2642.67592495705,4671.55225241528,Proliferating cell
c-1183,2617.14659356495,4673.2690353661,CD8 T-cell
c-1184,2689.12713455414,4675.77261473246,Epithelial cell
c-1185,2624.57918072658,4675.78187829072,Proliferating cell
c-1186,2597.99875570206,4673.82930473729,CD8 T-cell
c-1187,2722.91023467759,4675.7899886359,Epithelial cell
c-1188,2604.74082654054,4673.96834337633,Proliferating cell
c-1189,2581.4684388581,4675.53343333996,Proliferating cell
c-1190,2713.6038032958,4678.52254154745,Epithelial cell
c-1191,2631.03049485599,4673.91594054468,Proliferating cell
c-1192,2567.01534614601,4680.62997661605,Proliferating cell
c-1193,2628.64526145874,4679.6495123309,Proliferating cell
c-1194,2635.98632642081,4676.80279132474,Proliferating cell
c-1195,2649.85447256983,4678.84174197402,Proliferating cell
c-1196,2707.90125053181,4678.69227948971,Epithelial cell
c-1197,2643.05066349639,4680.71115426314,Proliferating cell
c-1198,2673.31947584497,4680.13422907372,Proliferating cell
c-1199,2611.50915785705,4681.16514751097,Proliferating cell
c-1200,2598.26266943733,4682.65998424803,CD8 T-cell
c-1201,2566.72508223906,4685.7818977716,Proliferating cell
c-1202,2680.43898661651,4684.93709208151,Proliferating cell
c-1203,2577.27748478935,4682.95343707048,Proliferating cell
c-1204,2621.42475724769,4683.23763886255,Proliferating cell
c-1205,2724.91402184303,4686.14712779418,Proliferating cell
c-1206,2635.24947708604,4684.72678162355,Proliferating cell
c-1207,2638.26594777613,4686.08553667957,Proliferating cell
c-1208,2586.92679061979,4686.78542356431,Proliferating cell
c-1209,2629.57660125906,4687.04252798105,Proliferating cell
c-1210,2706.48645159804,4687.74959247781,CD8 T-cell
c-1211,2655.74428657691,4685.06388423055,Proliferating cell
c-1212,2609.18998095031,4691.02509717858,Proliferating cell
c-1213,2741.68093749025,4688.34586849194,Epithelial cell
c-1214,2698.44747180099,4688.18578781821,Proliferating cell
c-1215,2648.25298754479,4687.93421581107,Proliferating cell
c-1216,2642.73370695107,4687.36349073492,Proliferating cell
c-1217,2714.08528112278,4689.50510159381,Epithelial cell
c-1218,2651.57586133039,4690.2155522905,Proliferating cell
c-1219,2721.5537276039,4688.64015938645,Epithelial cell
c-1220,2579.17886944465,4689.18795179782,Proliferating cell
c-1221,2603.20901761224,4690.74413087386,Proliferating cell
c-1222,2671.37764221166,4693.76989010019,Proliferating cell
c-1223,2684.87570400963,4693.19853668599,Proliferating cell
c-1224,2642.59741794993,4693.85389316252,Proliferating cell
c-1225,2628.41134514927,4695.99949107365,Proliferating cell
c-1226,2723.87923209855,4693.34004293966,Epithelial cell
c-1227,2585.05918726388,4697.41263965246,CD8 T-cell
c-1228,2677.46793218352,4694.83691794142,Proliferating cell
c-1229,2563.45321827927,4695.83051771014,Proliferating cell
c-1230,2715.30187219114,4701.35167311235,Proliferating cell
c-1231,2649.87822232741,4697.21482192216,Proliferating cell
c-1232,2726.37330553744,4699.14668505176,Proliferating cell
c-1233,2681.50037088175,4702.9598683297,Proliferating cell
c-1234,2739.6656203427,4698.65380056231,Epithelial cell
c-1235,2602.03379233041,4699.28651877927,Fibroblast
c-1236,2617.22202096379,4698.94386524085,Proliferating cell
c-1237,2571.39018301471,4700.47605947207,Proliferating cell
c-1238,2663.72254673713,4703.12963478369,Proliferating cell
c-1239,2675.46822745653,4701.21756538261,Proliferating cell
c-1240,2633.40638504682,4701.41145918606,Proliferating cell
c-1241,2639.7944298851,4701.16633136989,Proliferating cell
c-1242,2703.26634541521,4701.30215725536,Proliferating cell
c-1243,2671.21393897289,4705.05487374203,Proliferating cell
c-1244,2622.36909533853,4705.22757868619,Proliferating cell
c-1245,2731.00293995011,4703.30654904197,Proliferating cell
c-1246,2698.79385375229,4702.76064472272,Proliferating cell
c-1247,2575.43487556229,4705.61283441908,Proliferating cell
c-1248,2627.53537819614,4702.36521554018,Proliferating cell
c-1249,2655.12191399832,4706.37434433214,Proliferating cell
c-1250,2564.87960859291,4704.00575267119,Proliferating cell
c-1251,2613.74514694648,4706.02092194572,Proliferating cell
c-1252,2593.66484554756,4708.54055487403,Proliferating cell
c-1253,2640.12921122256,4709.83349475944,Proliferating cell
c-1254,2692.25540047862,4710.82489831497,Epithelial cell
c-1255,2721.65027011036,4710.50651873463,Proliferating cell
c-1256,2699.26333860293,4708.56288085456,Proliferating cell
c-1257,2632.57018975227,4708.71069538248,Proliferating cell
c-1258,2648.76803758396,4709.01442160761,Proliferating cell
c-1259,2685.62111106981,4711.32100376591,Proliferating cell
c-1260,2665.90795319314,4714.91430193658,Proliferating cell
c-1261,2702.97397481428,4714.28794356338,CD8 T-cell
c-1262,2598.08099863096,4711.23263435894,Macrophage
c-1263,2574.07625358665,4714.01220251917,Proliferating cell
c-1264,2653.15862333071,4712.57838039818,Proliferating cell
c-1265,2582.87531731802,4715.99569013178,Proliferating cell
c-1266,2624.56969755269,4713.05750279398,Proliferating cell
c-1267,2616.01710454299,4714.81585120309,Proliferating cell
c-1268,2627.82692200621,4715.38887363348,Proliferating cell
c-1269,2647.65257490061,4717.19213114922,Proliferating cell
c-1270,2692.61666758125,4720.31915826235,Macrophage
c-1271,2563.72293337445,4716.45474453567,Proliferating cell
c-1272,2710.32212638537,4718.27290461425,Epithelial cell
c-1273,2652.84809346291,4717.62910170628,Proliferating cell
c-1274,2567.50603547392,4717.43855171315,Proliferating cell
c-1275,2659.01677720432,4718.61002244911,Proliferating cell
c-1276,2723.58771161639,4720.16394558851,Proliferating cell
c-1277,2732.8610655861,4720.72962257648,Epithelial cell
c-1278,2576.58310278291,4719.81750922392,Proliferating cell
c-1279,2595.08719970056,4721.28712042392,Epithelial cell
c-1280,2569.45332162847,4721.6571226513,Proliferating cell
c-1281,2631.17025085993,4720.77299204969,Proliferating cell
c-1282,2719.76849013442,4720.4131684559,Epithelial cell
c-1283,2561.14216283362,4723.73568694736,Proliferating cell
c-1284,2629.83444574143,4725.41038188683,Proliferating cell
c-1285,2675.23256571171,4725.05131050591,Macrophage
c-1286,2566.90796075083,4725.3474726447,Proliferating cell
c-1287,2653.55453518944,4723.50225450241,Proliferating cell
c-1288,2638.79320841082,4726.05413916523,Proliferating cell
c-1289,2663.78852589994,4725.22462839826,Proliferating cell
c-1290,2721.50944609848,4727.58073802345,Proliferating cell
c-1291,2739.65666420679,4724.74048286204,Proliferating cell
c-1292,2647.73454162055,4724.91021583635,Proliferating cell
c-1293,2706.92780401379,4724.40631744922,CD8 T-cell
c-1294,2571.5046551269,4729.18478899605,Proliferating cell
c-1295,2658.55417705747,4726.12118876414,Proliferating cell
c-1296,2693.7058921425,4727.78243334901,Proliferating cell
c-1297,2597.33098976229,4726.36949796018,Proliferating cell
c-1298,2732.86576967019,4727.831421091,Proliferating cell
c-1299,2680.42959475627,4730.60431367246,CD8 T-cell
c-1300,2645.55777043367,4730.01588810396,Proliferating cell
c-1301,2702.67604407052,4730.13173185671,Proliferating cell
c-1302,2709.45703844682,4729.39512904573,CD8 T-cell
c-1303,2741.48070776454,4732.15217979724,Proliferating cell
c-1304,2653.79895591692,4728.89193200396,Proliferating cell
c-1305,2595.15949284333,4737.9449640746,Proliferating cell
c-1306,2663.24292261509,4731.1419418141,Proliferating cell
c-1307,2687.38489020898,4737.0444899338,Proliferating cell
c-1308,2654.5612779807,4731.85991037358,Proliferating cell
c-1309,2621.42858561711,4732.35282089079,CD8 T-cell
c-1310,2678.01377258146,4736.80747705276,Proliferating cell
c-1311,2637.85486251516,4735.39658408659,Proliferating cell
c-1312,2714.02765761816,4739.26966073522,Proliferating cell
c-1313,2745.97160482539,4737.69613810346,CD8 T-cell
c-1314,2703.32118544643,4738.58359280558,Proliferating cell
c-1315,2569.75660018787,4738.87301116424,Proliferating cell
c-1316,2659.97465347562,4737.86044385917,Proliferating cell
c-1317,2675.43165172177,4739.77258885954,Proliferating cell
c-1318,2727.32652956445,4739.82368835953,Proliferating cell
c-1319,2722.31133273165,4742.33337560804,Proliferating cell
c-1320,2698.9112113435,4743.50092641312,Proliferating cell
c-1321,2563.87381333604,4742.22352131656,Proliferating cell
c-1322,2734.95164494712,4742.72921524069,Proliferating cell
c-1323,2639.74382770374,4741.75550953152,Proliferating cell
c-1324,2684.31947221524,4746.29643657235,Proliferating cell
c-1325,2658.45373274186,4744.96357616106,Proliferating cell
c-1326,2633.51798480195,4744.70867508545,Proliferating cell
c-1327,2647.98694265364,4745.70855310472,Proliferating cell
c-1328,2757.39637216452,4747.02943734744,Proliferating cell
c-1329,2745.54585170826,4746.88892441436,Proliferating cell
c-1330,2588.69110846091,4750.06413354312,Proliferating cell
c-1331,2671.63101259507,4746.81715558415,Proliferating cell
c-1332,2562.84337511099,4748.28647977687,Proliferating cell
c-1333,2602.73001556784,4749.71425778911,Epithelial cell
c-1334,2642.19191372971,4747.9249017937,Proliferating cell
c-1335,2655.22749472037,4749.78065880016,Proliferating cell
c-1336,2733.42534286386,4748.18333205987,Proliferating cell
c-1337,2740.34919618028,4751.41866686513,CD8 T-cell
c-1338,2631.33723491021,4749.69386067031,Proliferating cell
c-1339,2691.64857022887,4750.50378096283,Proliferating cell
c-1340,2695.33276814087,4750.66369159217,Proliferating cell
c-1341,2730.08202697009,4753.34483483067,Proliferating cell
c-1342,2753.87745072129,4750.50490933614,CD8 T-cell
c-1343,2703.65468272278,4751.53691845506,Proliferating cell
c-1344,2639.70607525947,4751.20833891133,Proliferating cell
c-1345,2662.68439501945,4753.66537849451,Epithelial cell
c-1346,2676.76674366499,4756.72193551913,Proliferating cell
c-1347,2566.93679664105,4754.01284527735,Proliferating cell
c-1348,2648.12389860624,4751.33598538628,Proliferating cell
c-1349,2578.41418591585,4753.01908442814,Proliferating cell
c-1350,2686.93642234833,4754.00947862523,Proliferating cell
c-1351,2647.97329830959,4754.52797507209,Proliferating cell
c-1352,2699.65294992765,4755.01177700957,Macrophage
c-1353,2711.72861404877,4756.44464015364,Proliferating cell
c-1354,2604.40173758548,4759.57602826547,Fibroblast
c-1355,2651.56067912619,4760.81165876371,Proliferating cell
c-1356,2691.75558793944,4757.46088806385,Proliferating cell
c-1357,2611.29857350876,4758.73426771454,Macrophage
c-1358,2642.62698839935,4758.31990560933,Proliferating cell
c-1359,2718.95215061828,4758.84723631851,Proliferating cell
c-1360,2591.04352650709,4758.56655118913,Epithelial cell
c-1361,2581.07614487759,4560.16583534554,Proliferating cell
c-1362,2612.31369615011,4560.27501874737,Proliferating cell
c-1363,2680.15316602865,4562.56266344704,Monocytes
c-1364,2584.49373689459,4566.38339579947,Proliferating cell
c-1365,2639.00832625785,4566.89557700615,Proliferating cell
c-1366,2597.23186968365,4567.90803269427,Proliferating cell
c-1367,2686.46800680162,4570.69443729775,Monocytes
c-1368,2751.24884635257,4580.35980353443,Proliferating cell
c-1369,2612.66551107473,4581.60490235699,Proliferating cell
c-1370,2621.39833412228,4582.25886553872,Proliferating cell
c-1371,2581.00310491766,4582.23379098422,Proliferating cell
c-1372,2704.07797782327,4586.88120825638,Monocytes
c-1373,2596.46466209646,4587.87339896246,Proliferating cell
c-1374,2759.09905420829,4588.19405159727,Epithelial cell
c-1375,2676.0371503906,4589.16021017592,Epithelial cell
c-1376,2710.28501248866,4587.77990986398,Monocytes
c-1377,2620.43426888054,4591.68573952437,Proliferating cell
c-1378,2630.13233560735,4595.91250844887,Proliferating cell
c-1379,2592.41724061527,4597.36440214669,CD8 T-cell
c-1380,2666.4085340414,4601.55519731392,Epithelial cell
c-1381,2615.77088718835,4601.832747233,Macrophage
c-1382,2691.72114384657,4599.2308914435,Epithelial cell
c-1383,2590.84207973402,4601.5582926726,Macrophage
c-1384,2580.05037488077,4601.29669117846,CD8 T-cell
c-1385,2628.13313864042,4601.76733365659,Proliferating cell
c-1386,2602.00215271686,4602.86086012682,CD8 T-cell
c-1387,2690.57212552896,4603.56364872808,Epithelial cell
c-1388,2609.94679773506,4603.42938396782,Fibroblast
c-1389,2724.1962612736,4607.89377672357,Monocytes
c-1390,2611.78073907712,4610.02944083479,Proliferating cell
c-1391,2646.38713637422,4615.38619916815,Proliferating cell
c-1392,2688.74451830879,4617.27210246907,Epithelial cell
c-1393,2638.0192572753,4620.12741392987,Proliferating cell
c-1394,2675.12426739601,4617.64541113913,Proliferating cell
c-1395,2681.00135948352,4622.72353432569,Epithelial cell
c-1396,2575.69732088114,4622.95625494939,CD8 T-cell
c-1397,2673.84757558246,4623.43581798102,Proliferating cell
c-1398,2585.47948845377,4626.37670091929,Proliferating cell
c-1399,2566.90574978325,4625.24115906702,Fibroblast
c-1400,2691.4065102104,4626.44237628522,Epithelial cell
c-1401,2597.98079229245,4627.71401844836,Proliferating cell
c-1402,2610.65472769592,4629.02885248039,Proliferating cell
c-1403,2577.51271604781,4630.08135753718,Proliferating cell
c-1404,2738.46549721365,4632.63363013232,Monocytes
c-1405,2677.42524988201,4632.74270445518,Epithelial cell
c-1406,2730.79426849053,4635.44214812034,Monocytes
c-1407,2616.35869282454,4634.52029650002,Proliferating cell
c-1408,2584.98797471099,4634.98062448184,Proliferating cell
c-1409,2567.95626432187,4635.769573047,Fibroblast
c-1410,2684.10311577492,4637.12490491345,Epithelial cell
c-1411,2586.95134421831,4641.91229787777,Proliferating cell
c-1412,2605.25367646609,4641.3921559045,Proliferating cell
c-1413,2575.05748460704,4643.09231759675,Epithelial cell
c-1414,2570.00960758465,4643.46178663318,Fibroblast
c-1415,2596.83181879467,4642.22850495069,Proliferating cell
c-1416,2595.80109037473,4649.33854367916,Proliferating cell
c-1417,2750.7244979268,4652.381141836,Monocytes
c-1418,2584.08625190791,4657.62712264863,Proliferating cell
c-1419,2608.16877933609,4656.55091851232,Proliferating cell
c-1420,2620.66643268068,4660.43583001285,CD8 T-cell
c-1421,2699.85029406635,4662.19213162535,Epithelial cell
c-1422,2566.6866714293,4666.48737389927,Epithelial cell
c-1423,2613.25161096541,4664.36140901419,Proliferating cell
c-1424,2704.55711281517,4667.38567823263,Epithelial cell
c-1425,2596.75957619571,4667.37887969702,Proliferating cell
c-1426,2607.28652065091,4667.80256438193,Proliferating cell
c-1427,2622.55031605661,4668.85188336089,Proliferating cell
c-1428,2635.88495714272,4670.59900570834,Proliferating cell
c-1429,2702.82635509028,4676.0005486795,Epithelial cell
c-1430,2657.22323375646,4675.15571496367,Proliferating cell
c-1431,2608.72428877523,4673.8648934242,Proliferating cell
c-1432,2747.70718618991,4676.4730828137,Epithelial cell
c-1433,2668.19881741367,4676.99612796148,Proliferating cell
c-1434,2584.35398342864,4679.47213702498,Proliferating cell
c-1435,2717.1302723443,4683.31909493101,Epithelial cell
c-1436,2663.28785190204,4684.7067905269,Proliferating cell
c-1437,2671.39645282405,4686.395248964,Proliferating cell
c-1438,2689.93212941547,4687.42029987083,Epithelial cell
c-1439,2613.12067069791,4686.79423223088,CD8 T-cell
c-1440,2620.36960272273,4691.06448116553,Proliferating cell
c-1441,2573.21251926095,4691.93023935917,Proliferating cell
c-1442,2595.21611729776,4689.80480858302,Proliferating cell
c-1443,2661.687418955,4692.21791574833,Proliferating cell
c-1444,2636.67002456792,4692.68516495259,Proliferating cell
c-1445,2693.97992624923,4696.22645502787,Proliferating cell
c-1446,2709.51328749467,4700.15024227218,Epithelial cell
c-1447,2608.4231726376,4699.49879773459,Proliferating cell
c-1448,2656.83417965561,4702.04400120269,Proliferating cell
c-1449,2593.24358164934,4702.76725517811,Proliferating cell
c-1450,2644.70331116665,4703.09905411734,Proliferating cell
c-1451,2742.79755971119,4703.1946783556,Macrophage
c-1452,2583.4953271896,4704.10617692398,Proliferating cell
c-1453,2692.26383627251,4703.03591867136,Proliferating cell
c-1454,2717.67766210435,4706.14222196878,Proliferating cell
c-1455,2759.47031321689,4706.60385231027,Monocytes
c-1456,2607.63924558007,4710.61935293388,Proliferating cell
c-1457,2586.77299601929,4712.07853607665,Proliferating cell
c-1458,2732.55712201923,4709.85092709032,Epithelial cell
c-1459,2674.91523980779,4713.11678651045,Proliferating cell
c-1460,2681.25915250408,4715.21990404995,Proliferating cell
c-1461,2730.2517085261,4714.12691579261,Epithelial cell
c-1462,2632.68109642004,4713.85938769261,Proliferating cell
c-1463,2735.73496623496,4714.91252897137,Epithelial cell
c-1464,2639.24938188013,4717.64794720378,Proliferating cell
c-1465,2754.01405038325,4720.69407590117,Monocytes
c-1466,2619.30338714989,4722.08231316594,Proliferating cell
c-1467,2713.62597588139,4724.83827274978,Proliferating cell
c-1468,2585.36752738601,4725.60196705015,Proliferating cell
c-1469,2576.35288740335,4726.55937841365,Proliferating cell
c-1470,2758.60316443018,4726.63328929558,Monocytes
c-1471,2610.6648205275,4729.1628450619,Macrophage
c-1472,2619.64139092508,4728.0783307283,Proliferating cell
c-1473,2566.33680735525,4732.91169826316,Proliferating cell
c-1474,2600.27750031673,4731.51986123049,Proliferating cell
c-1475,2616.54343627321,4732.94653678917,Macrophage
c-1476,2562.98407362734,4734.27146154363,Proliferating cell
c-1477,2732.30022318126,4736.38113867099,Proliferating cell
c-1478,2719.24639458007,4734.84320040618,Proliferating cell
c-1479,2580.5372493932,4737.43992835025,Proliferating cell
c-1480,2575.06178261268,4737.94597305505,Proliferating cell
c-1481,2648.66263322524,4737.78875565019,Proliferating cell
c-1482,2667.782662112,4739.42979800041,Proliferating cell
c-1483,2712.07601265421,4742.84225193801,Proliferating cell
c-1484,2620.85084565061,4743.27505686653,Fibroblast
c-1485,2611.47461526855,4742.69756884044,Epithelial cell
c-1486,2573.1325758053,4745.72354563071,Proliferating cell
c-1487,2710.0045500304,4747.6384539469,Proliferating cell
c-1488,2609.84487890107,4750.77325758037,Proliferating cell
c-1489,2719.73419875297,4751.29804248367,Proliferating cell
c-1490,2757.66791061676,4754.22499452589,Proliferating cell
c-1491,2748.4405089061,4756.33802658748,Proliferating cell
c-1492,2624.69936245304,4755.54499425699,CD8 T-cell
c-1493,2635.88033843231,4755.52023149554,Proliferating cell
c-1494,2581.48357807847,4759.17851054472,Macrophage
