,key,pos,neg
30898,CXCL13,CXCR5,MYOC
30899,CXCL13,CXCR5,FASLG
30900,CXCL13,CXCR5,C4BPA
30901,CXCL13,CXCR5,CCL13
30902,CXCL13,CXCR5,COL5A1
30903,CXCL13,CXCR5,FGA
30904,CXCL13,CXCR5,CRP
30905,CXCL13,CXCR5,SEMA4C
30906,CXCL13,CXCR5,CXCL10
30907,CXCL13,CXCR5,GUCA2B
30908,CXCL13,CXCR5,CELA3B
30909,CXCL13,CXCR5,DLL1
30910,CXCL13,CXCR5,BMP15
30911,CXCL13,CXCR5,IL23A
30912,CXCL13,CXCR5,HLA-E
30913,CXCL13,CXCR5,RSPO3
30914,CXCL13,CXCR5,BST2
30915,CXCL13,CXCR5,IFNL2
30916,CXCL13,CXCR5,DLK2
30917,CXCL13,CXCR5,RLN1
30918,CXCL13,CXCR5,CSF2
30919,CXCL13,CXCR5,TIM-1
30920,CXCL13,CXCR5,ADAM17
30921,CXCL13,CXCR5,C1QTNF1
30922,CXCL13,CXCR5,IL1A
30923,CXCL13,CXCR5,NTS
30924,CXCL13,CXCR5,BMP10
30925,CXCL13,CXCR5,WNT3
30926,CXCL13,CXCR5,CXCL1
30927,CXCL13,CXCR5,KISS1
30928,CXCL13,CXCR5,DSC1
30929,CXCL13,CXCR5,SEMA6A
30930,CXCL13,CXCR5,CGA
30931,CXCL13,CXCR5,NECTIN2
30932,CXCL13,CXCR5,NPVF
30933,CXCL13,CXCR5,ADAM28
30934,CXCL13,CXCR5,CNTF
30935,CXCL13,CXCR5,GNAI2
30936,CXCL13,CXCR5,EFNA2
30937,CXCL13,CXCR5,BMP2
30938,CXCL13,CXCR5,MLLT4
30939,CXCL13,CXCR5,RLN3
30940,CXCL13,CXCR5,EGF
30941,CXCL13,CXCR5,NPW
30942,CXCL13,CXCR5,FGF2
30943,CXCL13,CXCR5,IL18
30944,CXCL13,CXCR5,HSP90AA1
30945,CXCL13,CXCR5,CD80
30946,CXCL13,CXCR5,SOST
30947,CXCL13,CXCR5,ADM
30948,CXCL13,CXCR5,FGF10
30949,CXCL13,CXCR5,DSC2
30950,CXCL13,CXCR5,TNFSF14
30951,CXCL13,CXCR5,ALOX5AP
30952,CXCL13,CXCR5,IL17F
30953,CXCL13,CXCR5,PLG
30954,CXCL13,CXCR5,CCL2
30955,CXCL13,CXCR5,BST1
30956,CXCL13,CXCR5,BDNF
30957,CXCL1,CXCR1,IL20
30958,CXCL1,CXCR1,NTF4
30959,CXCL1,CXCR1,NPPA
30960,CXCL1,CXCR1,APOC3
30961,CXCL1,CXCR1,C5
30962,CXCL1,CXCR1,GSTP1
30963,CXCL1,CXCR1,FN1
30964,CXCL1,CXCR1,LGALS1
30965,CXCL1,CXCR1,COL1A1
30966,CXCL1,CXCR1,VEGFC
30967,CXCL1,CXCR1,SEMA4B
30968,CXCL1,CXCR1,AGRP
30969,CXCL1,CXCR1,LY6G5C
30970,CXCL1,CXCR1,PTGS2
30971,CXCL1,CXCR1,AREG
30972,CXCL1,CXCR1,LAMA2
30973,CXCL1,CXCR1,IL1F10
30974,CXCL1,CXCR1,SLIT2
30975,CXCL1,CXCR1,DLL4
30976,CXCL1,CXCR1,BMP4
30977,CXCL1,CXCR1,PTDSS1
30978,CXCL1,CXCR1,PROK1
30979,CXCL1,CXCR1,SEMA4A
30980,CXCL1,CXCR1,NCAM1
30981,CXCL1,CXCR1,IGFL1
30982,CXCL1,CXCR1,CSF1
30983,CXCL1,CXCR1,SCT
30984,CXCL1,CXCR1,LILRB4
30985,CXCL1,CXCR1,L1CAM
30986,CXCL1,CXCR1,PROS1
30987,CXCL1,CXCR1,DUSP18
30988,CXCL1,CXCR1,IL31
30989,CXCL1,CXCR1,SHP1
30990,CXCL1,CXCR1,CCL17
30991,CXCL1,CXCR1,NID2
30992,CXCL1,CXCR1,GCG
30993,CXCL1,CXCR1,NPFF
30994,CXCL1,CXCR1,NMU
30995,CXCL1,CXCR1,IFNA14
30996,CXCL1,CXCR1,CXCL2
30997,CXCL1,CXCR1,APOC1
30998,CXCL1,CXCR1,PIK3CD-AS1
30999,CXCL1,CXCR1,C3
31000,CXCL1,CXCR1,FGF1
31001,CXCL1,CXCR1,CCL25
31002,CXCL1,CXCR1,CD22
31003,CXCL1,CXCR1,F11
31004,CXCL1,CXCR1,NTF3
31005,CXCL1,CXCR1,SPINK1
31006,CXCL1,CXCR1,CCL19
31007,CXCL1,CXCR1,MST1
31008,CXCL1,CXCR1,PDGFC
31009,CXCL1,CXCR1,PLAU
31010,CXCL1,CXCR1,HLA-F
31011,CXCL1,CXCR1,GNAS
31012,CXCL1,CXCR1,SERPINA7
31013,CXCL1,CXCR1,HBEGF
31014,CXCL1,CXCR1,TAC4
31015,CXCL1,CXCR1,NLGN3
31016,CXCL1,CXCR1,TNFSF10
31017,CXCL1,CXCR1,RARRES2
31018,CXCL1,CXCR1,CTGF
31019,CXCL1,CXCR1,ANGPT2
31020,CXCL1,CXCR1,SHANK1
31021,CXCL1,CXCR1,CSF3
31022,CXCL1,CXCR1,EFNA3
31023,CXCL1,CXCR1,FARP2
31024,CXCL1,CXCR1,CCL14
31025,CXCL1,CXCR1,FGF4
31026,CXCL1,CXCR1,GDF1
31027,CXCL1,CXCR1,LAMB2
31028,CXCL1,CXCR1,REN
31029,CXCL1,CXCR1,LTA
31030,CXCL1,CXCR1,INHBB
31031,CXCL1,CXCR1,NTNG1
31032,CXCL1,CXCR1,GDF9
31033,CXCL1,CXCR1,CD55
31034,CXCL1,CXCR1,NPS
31035,CXCL1,CXCR1,GDF5
31036,CXCL1,CXCR1,PSEN1
31037,CXCL1,CXCR1,HEBP1
31038,CXCL1,CXCR1,INHBA
31039,CXCL1,CXCR1,ANGPT1
31040,CXCL1,CXCR1,SPINT1
31041,CXCL1,CXCR1,NRTN
31042,CXCL1,CXCR1,CLEC2B
31043,CXCL1,CXCR1,DHH
31044,CXCL1,CXCR1,CLEC2A
31045,CXCL1,CXCR1,AGRN
31046,CXCL1,CXCR1,OXT
31047,CXCL1,CXCR1,LTF
31048,CXCL1,CXCR1,BMP7
31049,CXCL1,CXCR1,HSPA1A
31050,CXCL1,CXCR1,ICAM3
31051,CXCL1,CXCR1,NLGN1
31052,CXCL1,CXCR1,ITIH2
31053,CXCL1,CXCR1,NDP
31054,CXCL1,CXCR1,THBS1
31055,CXCL1,CXCR1,NID1
31056,CXCL1,CXCR1,CALCB
31057,CXCL1,CXCR1,SHH
31058,CXCL1,CXCR1,BTLA
31059,CXCL1,CXCR1,MDK
31060,CXCL1,CXCR1,OSM
31061,CXCL1,CXCR1,SEMA3A
31062,CXCL1,CXCR1,PYY
31063,CXCL1,CXCR1,PECAM1
31064,CXCL1,CXCR1,HAS2
31065,CXCL1,CXCR1,ARTN
31066,CXCL1,CXCR1,CALM1
31067,CXCL1,CXCR1,C4B
31068,CXCL1,CXCR1,CD5L
31069,CXCL1,CXCR1,CALM2
31070,CXCL1,CXCR1,WNT7A
31071,CXCL1,CXCR1,EFNB1
31072,CXCL1,CXCR1,GDF2
31073,CXCL1,CXCR1,ACTR2
31074,CXCL1,CXCR1,OMG
31075,CXCL1,CXCR1,CALR
31076,CXCL1,CXCR1,PDYN
31077,CXCL1,CXCR1,CD52
31078,CXCL1,CXCR1,SEMA3C
31079,CXCL1,CXCR1,ARF1
31080,CXCL1,CXCR1,DCN
31081,CXCL1,CXCR1,PDGFA
31082,CXCL1,CXCR1,GHRH
31083,CXCL1,CXCR1,APOE
31084,CXCL1,CXCR1,NPPC
31085,CXCL1,CXCR1,GUCA2A
31086,CXCL1,CXCR1,F8
31087,CXCL1,CXCR1,CD14
31088,CXCL1,CXCR1,ICAM4
31089,CXCL1,CXCR1,SEMA4D
31090,CXCL1,CXCR1,NTN4
31091,CXCL1,CXCR1,EFNB2
31092,CXCL1,CXCR1,EFNA4
31093,CXCL1,CXCR1,INSL5
31094,CXCL1,CXCR1,CNTN2
31095,CXCL1,CXCR1,CCK
31096,CXCL1,CXCR1,ZG16B
31097,CXCL1,CXCR1,ADAM12
31098,CXCL1,CXCR1,ANGPTL3
31099,CXCL1,CXCR1,NPNT
31100,CXCL1,CXCR1,APOB
31101,CXCL1,CXCR1,FSHB
31102,CXCL1,CXCR1,AGT
31103,CXCL1,CXCR1,CTHRC1
31104,CXCL1,CXCR1,CCL23
31105,CXCL1,CXCR1,LYPD3
31106,CXCL1,CXCR1,CDH1
31107,CXCL1,CXCR1,ECM1
31108,CXCL1,CXCR1,IL8
31109,CXCL1,CXCR1,CGN
31110,CXCL1,CXCR1,APLN
31111,CXCL1,CXCR1,IL10
31112,CXCL1,CXCR1,IL11
31113,CXCL1,CXCR1,JAG1
31114,CXCL1,CXCR1,IL4
31115,CXCL1,CXCR1,AVP
31116,CXCL1,CXCR1,HRAS
31117,CXCL1,CXCR1,DKK2
31118,CXCL1,CXCR1,SPP1
31119,CXCL1,CXCR1,LAMA5
31120,CXCL1,CXCR1,CORT
31121,CXCL1,CXCR1,CXCL11
31122,CXCL1,CXCR1,GPC3
31123,CXCL1,CXCR1,CCL5
31124,CXCL1,CXCR1,GDNF
31125,CXCL1,CXCR1,CD70
31126,CXCL1,CXCR1,MMP7
31127,CXCL1,CXCR1,IL36A
31128,CXCL1,CXCR1,LGALS3BP
31129,CXCL1,CXCR1,ADAM2
31130,CXCL1,CXCR1,PGF
31131,CXCL1,CXCR1,PON2
31132,CXCL1,CXCR1,FBN1
31133,CXCL1,CXCR1,HDC
31134,CXCL1,CXCR1,IL9
31135,CXCL1,CXCR1,AANAT
31136,CXCL1,CXCR1,GIP
31137,CXCL1,CXCR1,IFNA6
31138,CXCL1,CXCR1,IL22
31139,CXCL1,CXCR1,HMGB1
31140,CXCL1,CXCR1,SAA1
31141,CXCL1,CXCR1,CD36
31142,CXCL1,CXCR1,SELPLG
31143,CXCL1,CXCR1,ANXA1
31144,CXCL1,CXCR1,S100A8
31145,CXCL1,CXCR1,ICAM1
31146,CXCL1,CXCR1,SERPING1
31147,CXCL1,CXCR1,LRP1B
31148,CXCL1,CXCR1,ADCYAP1
31149,CXCL1,CXCR1,RLN2
31150,CXCL1,CXCR1,POMC
31151,CXCL1,CXCR1,PNOC
31152,CXCL1,CXCR1,KLRB1
31153,CXCL1,CXCR1,LIF
31154,CXCL1,CXCR1,NECTIN3
31155,CXCL1,CXCR1,WNT5A
31156,CXCL1,CXCR1,NTNG2
31157,CXCL1,CXCR1,IL36G
31158,CXCL1,CXCR1,ITGB3BP
31159,CXCL1,CXCR1,FST
31160,CXCL1,CXCR1,WNT2
31161,CXCL1,CXCR1,IAPP
31162,CXCL1,CXCR1,BTC
31163,CXCL1,CXCR1,EFNB3
31164,CXCL1,CXCR1,COL1A2
31165,CXCL1,CXCR1,GHRL
31166,CXCL1,CXCR1,CP
31167,CXCL1,CXCR1,COL6A1
31168,CXCL1,CXCR1,TNFSF12
31169,CXCL1,CXCR1,CD1D
31170,CXCL1,CXCR1,LAMA1
31171,CXCL1,CXCR1,QRFP
31172,CXCL1,CXCR1,TNFSF9
31173,CXCL1,CXCR1,NTN1
31174,CXCL1,CXCR1,TNFSF8
31175,CXCL1,CXCR1,NPY
31176,CXCL1,CXCR1,BGN
31177,CXCL1,CXCR1,CCL16
31178,CXCL1,CXCR1,HSP90B1
31179,CXCL1,CXCR1,COL4A2
31180,CXCL1,CXCR1,NLGN2
31181,CXCL1,CXCR1,EBI3
31182,CXCL1,CXCR1,FGF23
31183,CXCL1,CXCR1,IL17A
31184,CXCL1,CXCR1,F10
31185,CXCL1,CXCR1,ADAM15
31186,CXCL1,CXCR1,PTHLH
31187,CXCL1,CXCR1,WNT1
31188,CXCL1,CXCR1,IL12A
31189,CXCL1,CXCR1,CEACAM5
31190,CXCL1,CXCR1,CCL11
31191,CXCL1,CXCR1,FGF19
31192,CXCL1,CXCR1,RSPO2
31193,CXCL1,CXCR1,EDA
31194,CXCL1,CXCR1,KNG1
31195,CXCL1,CXCR1,GPI
31196,CXCL1,CXCR1,COL2A1
31197,CXCL1,CXCR1,C4A
31198,CXCL1,CXCR1,RPS27A
31199,CXCL1,CXCR1,TCN2
31200,CXCL1,CXCR1,LTBP3
31201,CXCL1,CXCR1,GZMB
31202,CXCL1,CXCR1,GNB3
31203,CXCL1,CXCR1,INHA
31204,CXCL1,CXCR1,COL18A1
31205,CXCL1,CXCR1,IGFBP4
31206,CXCL1,CXCR1,NGF
31207,CXCL1,CXCR1,LRPAP1
31208,CXCL1,CXCR1,TNF
31209,CXCL1,CXCR1,RSPO1
31210,CXCL1,CXCR1,HLA-A
31211,CXCL1,CXCR1,SLIT1
31212,CXCL1,CXCR1,PTN
31213,CXCL1,CXCR1,CLEC3A
31214,CXCL1,CXCR1,SEMA6D
31215,CXCL1,CXCR1,CXCL12
31216,CXCL1,CXCR1,SST
31217,CXCL1,CXCR1,XCL1
31218,CXCL1,CXCR1,BCAN
31219,CXCL1,CXCR1,NCAN
31220,CXCL1,CXCR1,IFNB1
31221,CXCL1,CXCR1,GAST
31222,CXCL1,CXCR1,LTB
31223,CXCL1,CXCR1,FLT3LG
31224,CXCL1,CXCR1,HLA-G
31225,CXCL1,CXCR1,CLCF1
31226,CXCL1,CXCR1,IGF1
31227,CXCL1,CXCR1,MATN1
31228,CXCL1,CXCR1,SFTPD
31229,CXCL1,CXCR1,VCAM1
31230,CXCL1,CXCR1,HLA-C
31231,CXCL1,CXCR1,CHAD
31232,CXCL1,CXCR1,INSL3
31233,CXCL1,CXCR1,EDN1
31234,CXCL1,CXCR1,DKK1
31235,CXCL1,CXCR1,TGFB2
31236,CXCL1,CXCR1,CAMP
31237,CXCL1,CXCR1,UTS2B
31238,CXCL1,CXCR1,IRAK4
31239,CXCL1,CXCR1,ANOS1
31240,CXCL1,CXCR1,INHBC
31241,CXCL1,CXCR1,CD34
31242,CXCL1,CXCR1,CALCA
31243,CXCL1,CXCR1,GDF10
31244,CXCL1,CXCR1,LIPH
31245,CXCL1,CXCR1,CXCL16
31246,CXCL1,CXCR1,IL15
31247,CXCL1,CXCR1,IL21
31248,CXCL1,CXCR1,COL3A1
31249,CXCL1,CXCR1,NTN3
31250,CXCL1,CXCR1,PVR
31251,CXCL1,CXCR1,HRG
31252,CXCL1,CXCR1,TPH1
31253,CXCL1,CXCR1,KITLG
31254,CXCL1,CXCR1,CX3CL1
31255,CXCL1,CXCR1,PDCD1LG2
31256,CXCL1,CXCR1,ADM2
31257,CXCL1,CXCR1,IL1B
31258,CXCL1,CXCR1,MADCAM1
31259,CXCL1,CXCR1,WNT11
31260,CXCL1,CXCR1,CCL15
31261,CXCL1,CXCR1,TNC
31262,CXCL1,CXCR1,RELN
31263,CXCL1,CXCR1,EFNA1
31264,CXCL1,CXCR1,C1QTNF5
31265,CXCL1,CXCR1,IFNA10
31266,CXCL1,CXCR1,IL3
31267,CXCL1,CXCR1,FGF12
31268,CXCL1,CXCR1,CD40LG
31269,CXCL1,CXCR1,HSPG2
31270,CXCL1,CXCR1,TGM2
31271,CXCL1,CXCR1,CCL18
31272,CXCL1,CXCR1,KRTAP4-12
31273,CXCL1,CXCR1,ADAM10
31274,CXCL1,CXCR1,EFNA5
31275,CXCL1,CXCR1,EFEMP2
31276,CXCL1,CXCR1,IFNL1
31277,CXCL1,CXCR1,PRSS23
31278,CXCL1,CXCR1,CXCL13
31279,CXCL1,CXCR1,APP
31280,CXCL1,CXCR1,CCL21
31281,CXCL1,CXCR1,F2
31282,CXCL1,CXCR1,ICAM2
31283,CXCL1,CXCR1,WNT3A
31284,CXCL1,CXCR1,LPL
31285,CXCL1,CXCR1,LAMB3
31286,CXCL1,CXCR1,LY86
31287,CXCL1,CXCR1,PF4
31288,CXCL1,CXCR1,CD99
31289,CXCL1,CXCR1,SEMA5A
31290,CXCL1,CXCR1,SHBG
31291,CXCL1,CXCR1,VEGFA
31292,CXCL1,CXCR1,CEACAM6
31293,CXCL1,CXCR1,CCL20
31294,CXCL1,CXCR1,PPY
31295,CXCL1,CXCR1,PENK
31296,CXCL1,CXCR1,CRH
31297,CXCL1,CXCR1,EDN3
31298,CXCL1,CXCR1,NPB
31299,CXCL1,CXCR1,FGF20
31300,CXCL1,CXCR1,PDGFB
31301,CXCL1,CXCR1,IL19
31302,CXCL1,CXCR1,TAC1
31303,CXCL1,CXCR1,OLFM2
31304,CXCL1,CXCR1,NUCB2
31305,CXCL1,CXCR1,NMS
31306,CXCL1,CXCR1,HGF
31307,CXCL1,CXCR1,FGF11
31308,CXCL1,CXCR1,PTH2
31309,CXCL1,CXCR1,B2M
31310,CXCL1,CXCR1,SFRP1
31311,CXCL1,CXCR1,HP
31312,CXCL1,CXCR1,HCRT
31313,CXCL1,CXCR1,CFC1
31314,CXCL1,CXCR1,TF
31315,CXCL1,CXCR1,TGFB1
31316,CXCL1,CXCR1,PSAP
31317,CXCL1,CXCR1,IL12B
31318,CXCL1,CXCR1,EDN2
31319,CXCL1,CXCR1,FGF13
31320,CXCL1,CXCR1,TNFSF13
31321,CXCL1,CXCR1,ADAM9
31322,CXCL1,CXCR1,IL2
31323,CXCL1,CXCR1,GAS6
31324,CXCL1,CXCR1,PIP
31325,CXCL1,CXCR1,PAPLN
31326,CXCL1,CXCR1,GALP
31327,CXCL1,CXCR1,CALM3
31328,CXCL1,CXCR1,EXOC3-AS1
31329,CXCL1,CXCR1,COL4A1
31330,CXCL1,CXCR1,PROK2
31331,CXCL1,CXCR1,TNFSF15
31332,CXCL1,CXCR1,MIA
31333,CXCL1,CXCR1,IL16
31334,CXCL1,CXCR1,IL5
31335,CXCL1,CXCR1,MYOC
31336,CXCL1,CXCR1,FASLG
31337,CXCL1,CXCR1,C4BPA
31338,CXCL1,CXCR1,CCL13
31339,CXCL1,CXCR1,COL5A1
31340,CXCL1,CXCR1,FGA
31341,CXCL1,CXCR1,CRP
31342,CXCL1,CXCR1,SEMA4C
31343,CXCL1,CXCR1,CXCL10
31344,CXCL1,CXCR1,GUCA2B
31345,CXCL1,CXCR1,CELA3B
31346,CXCL1,CXCR1,DLL1
31347,CXCL1,CXCR1,BMP15
31348,CXCL1,CXCR1,IL23A
31349,CXCL1,CXCR1,HLA-E
31350,CXCL1,CXCR1,RSPO3
31351,CXCL1,CXCR1,BST2
31352,CXCL1,CXCR1,IFNL2
31353,CXCL1,CXCR1,DLK2
31354,CXCL1,CXCR1,RLN1
31355,CXCL1,CXCR1,CSF2
31356,CXCL1,CXCR1,TIM-1
31357,CXCL1,CXCR1,ADAM17
31358,CXCL1,CXCR1,C1QTNF1
31359,CXCL1,CXCR1,IL1A
31360,CXCL1,CXCR1,NTS
31361,CXCL1,CXCR1,BMP10
31362,CXCL1,CXCR1,WNT3
31363,CXCL1,CXCR1,KISS1
31364,CXCL1,CXCR1,DSC1
31365,CXCL1,CXCR1,SEMA6A
31366,CXCL1,CXCR1,CGA
31367,CXCL1,CXCR1,NECTIN2
31368,CXCL1,CXCR1,NPVF
31369,CXCL1,CXCR1,ADAM28
31370,CXCL1,CXCR1,CNTF
31371,CXCL1,CXCR1,GNAI2
31372,CXCL1,CXCR1,EFNA2
31373,CXCL1,CXCR1,BMP2
31374,CXCL1,CXCR1,MLLT4
31375,CXCL1,CXCR1,RLN3
31376,CXCL1,CXCR1,EGF
31377,CXCL1,CXCR1,NPW
31378,CXCL1,CXCR1,FGF2
31379,CXCL1,CXCR1,IL18
31380,CXCL1,CXCR1,HSP90AA1
31381,CXCL1,CXCR1,CD80
31382,CXCL1,CXCR1,SOST
31383,CXCL1,CXCR1,ADM
31384,CXCL1,CXCR1,FGF10
31385,CXCL1,CXCR1,DSC2
31386,CXCL1,CXCR1,TNFSF14
31387,CXCL1,CXCR1,ALOX5AP
31388,CXCL1,CXCR1,IL17F
31389,CXCL1,CXCR1,PLG
31390,CXCL1,CXCR1,CCL2
31391,CXCL1,CXCR1,BST1
31392,CXCL1,CXCR1,BDNF
31393,DCN,MET,IL20
31394,DCN,MET,NTF4
31395,DCN,MET,NPPA
31396,DCN,MET,APOC3
31397,DCN,MET,C5
31398,DCN,MET,GSTP1
31399,DCN,MET,FN1
31400,DCN,MET,LGALS1
31401,DCN,MET,COL1A1
31402,DCN,MET,VEGFC
31403,DCN,MET,SEMA4B
31404,DCN,MET,AGRP
31405,DCN,MET,LY6G5C
31406,DCN,MET,PTGS2
31407,DCN,MET,AREG
31408,DCN,MET,LAMA2
31409,DCN,MET,IL1F10
31410,DCN,MET,SLIT2
31411,DCN,MET,DLL4
31412,DCN,MET,BMP4
31413,DCN,MET,PTDSS1
31414,DCN,MET,PROK1
31415,DCN,MET,SEMA4A
31416,DCN,MET,NCAM1
31417,DCN,MET,IGFL1
31418,DCN,MET,CSF1
31419,DCN,MET,SCT
31420,DCN,MET,LILRB4
31421,DCN,MET,L1CAM
31422,DCN,MET,PROS1
31423,DCN,MET,DUSP18
31424,DCN,MET,IL31
31425,DCN,MET,SHP1
31426,DCN,MET,CCL17
31427,DCN,MET,NID2
31428,DCN,MET,GCG
31429,DCN,MET,NPFF
31430,DCN,MET,NMU
31431,DCN,MET,IFNA14
31432,DCN,MET,CXCL2
31433,DCN,MET,APOC1
31434,DCN,MET,PIK3CD-AS1
31435,DCN,MET,C3
31436,DCN,MET,FGF1
31437,DCN,MET,CCL25
31438,DCN,MET,CD22
31439,DCN,MET,F11
31440,DCN,MET,NTF3
31441,DCN,MET,SPINK1
31442,DCN,MET,CCL19
31443,DCN,MET,MST1
31444,DCN,MET,PDGFC
31445,DCN,MET,PLAU
31446,DCN,MET,HLA-F
31447,DCN,MET,GNAS
31448,DCN,MET,SERPINA7
31449,DCN,MET,HBEGF
31450,DCN,MET,TAC4
31451,DCN,MET,NLGN3
31452,DCN,MET,TNFSF10
31453,DCN,MET,RARRES2
31454,DCN,MET,CTGF
31455,DCN,MET,ANGPT2
31456,DCN,MET,SHANK1
31457,DCN,MET,CSF3
31458,DCN,MET,EFNA3
31459,DCN,MET,FARP2
31460,DCN,MET,CCL14
31461,DCN,MET,FGF4
31462,DCN,MET,GDF1
31463,DCN,MET,LAMB2
31464,DCN,MET,REN
31465,DCN,MET,LTA
31466,DCN,MET,INHBB
31467,DCN,MET,NTNG1
31468,DCN,MET,GDF9
31469,DCN,MET,CD55
31470,DCN,MET,NPS
31471,DCN,MET,GDF5
31472,DCN,MET,PSEN1
31473,DCN,MET,HEBP1
31474,DCN,MET,INHBA
31475,DCN,MET,ANGPT1
31476,DCN,MET,SPINT1
31477,DCN,MET,NRTN
31478,DCN,MET,CLEC2B
31479,DCN,MET,DHH
31480,DCN,MET,CLEC2A
31481,DCN,MET,AGRN
31482,DCN,MET,OXT
31483,DCN,MET,LTF
31484,DCN,MET,BMP7
31485,DCN,MET,HSPA1A
31486,DCN,MET,ICAM3
31487,DCN,MET,NLGN1
31488,DCN,MET,ITIH2
31489,DCN,MET,NDP
31490,DCN,MET,THBS1
31491,DCN,MET,NID1
31492,DCN,MET,CALCB
31493,DCN,MET,SHH
31494,DCN,MET,BTLA
31495,DCN,MET,MDK
31496,DCN,MET,OSM
31497,DCN,MET,SEMA3A
31498,DCN,MET,PYY
31499,DCN,MET,PECAM1
31500,DCN,MET,HAS2
31501,DCN,MET,ARTN
31502,DCN,MET,CALM1
31503,DCN,MET,C4B
31504,DCN,MET,CD5L
31505,DCN,MET,CALM2
31506,DCN,MET,WNT7A
31507,DCN,MET,EFNB1
31508,DCN,MET,GDF2
31509,DCN,MET,ACTR2
31510,DCN,MET,OMG
31511,DCN,MET,CALR
31512,DCN,MET,PDYN
31513,DCN,MET,CD52
31514,DCN,MET,SEMA3C
31515,DCN,MET,ARF1
31516,DCN,MET,PDGFA
31517,DCN,MET,GHRH
31518,DCN,MET,APOE
31519,DCN,MET,NPPC
31520,DCN,MET,GUCA2A
31521,DCN,MET,F8
31522,DCN,MET,CD14
31523,DCN,MET,ICAM4
31524,DCN,MET,SEMA4D
31525,DCN,MET,NTN4
31526,DCN,MET,EFNB2
31527,DCN,MET,EFNA4
31528,DCN,MET,INSL5
31529,DCN,MET,CNTN2
31530,DCN,MET,CCK
31531,DCN,MET,ZG16B
31532,DCN,MET,ADAM12
31533,DCN,MET,ANGPTL3
31534,DCN,MET,NPNT
31535,DCN,MET,APOB
31536,DCN,MET,FSHB
31537,DCN,MET,AGT
31538,DCN,MET,CTHRC1
31539,DCN,MET,CCL23
31540,DCN,MET,LYPD3
31541,DCN,MET,CDH1
31542,DCN,MET,ECM1
31543,DCN,MET,IL8
31544,DCN,MET,CGN
31545,DCN,MET,APLN
31546,DCN,MET,IL10
31547,DCN,MET,IL11
31548,DCN,MET,JAG1
31549,DCN,MET,IL4
31550,DCN,MET,AVP
31551,DCN,MET,HRAS
31552,DCN,MET,DKK2
31553,DCN,MET,SPP1
31554,DCN,MET,LAMA5
31555,DCN,MET,CORT
31556,DCN,MET,CXCL11
31557,DCN,MET,GPC3
31558,DCN,MET,CCL5
31559,DCN,MET,GDNF
31560,DCN,MET,CD70
31561,DCN,MET,MMP7
31562,DCN,MET,IL36A
31563,DCN,MET,LGALS3BP
31564,DCN,MET,ADAM2
31565,DCN,MET,PGF
31566,DCN,MET,PON2
31567,DCN,MET,FBN1
31568,DCN,MET,HDC
31569,DCN,MET,IL9
31570,DCN,MET,AANAT
31571,DCN,MET,GIP
31572,DCN,MET,IFNA6
31573,DCN,MET,IL22
31574,DCN,MET,HMGB1
31575,DCN,MET,SAA1
31576,DCN,MET,CD36
31577,DCN,MET,SELPLG
31578,DCN,MET,ANXA1
31579,DCN,MET,S100A8
31580,DCN,MET,ICAM1
31581,DCN,MET,SERPING1
31582,DCN,MET,LRP1B
31583,DCN,MET,ADCYAP1
31584,DCN,MET,RLN2
31585,DCN,MET,POMC
31586,DCN,MET,PNOC
31587,DCN,MET,KLRB1
31588,DCN,MET,LIF
31589,DCN,MET,NECTIN3
31590,DCN,MET,WNT5A
31591,DCN,MET,NTNG2
31592,DCN,MET,IL36G
31593,DCN,MET,ITGB3BP
31594,DCN,MET,FST
31595,DCN,MET,WNT2
31596,DCN,MET,IAPP
31597,DCN,MET,BTC
31598,DCN,MET,EFNB3
31599,DCN,MET,COL1A2
31600,DCN,MET,GHRL
31601,DCN,MET,CP
31602,DCN,MET,COL6A1
31603,DCN,MET,TNFSF12
31604,DCN,MET,CD1D
31605,DCN,MET,LAMA1
31606,DCN,MET,QRFP
31607,DCN,MET,TNFSF9
31608,DCN,MET,NTN1
31609,DCN,MET,TNFSF8
31610,DCN,MET,NPY
31611,DCN,MET,BGN
31612,DCN,MET,CCL16
31613,DCN,MET,HSP90B1
31614,DCN,MET,COL4A2
31615,DCN,MET,NLGN2
31616,DCN,MET,EBI3
31617,DCN,MET,FGF23
31618,DCN,MET,IL17A
31619,DCN,MET,F10
31620,DCN,MET,ADAM15
31621,DCN,MET,PTHLH
31622,DCN,MET,WNT1
31623,DCN,MET,IL12A
31624,DCN,MET,CEACAM5
31625,DCN,MET,CCL11
31626,DCN,MET,FGF19
31627,DCN,MET,RSPO2
31628,DCN,MET,EDA
31629,DCN,MET,KNG1
31630,DCN,MET,GPI
31631,DCN,MET,COL2A1
31632,DCN,MET,C4A
31633,DCN,MET,RPS27A
31634,DCN,MET,TCN2
31635,DCN,MET,LTBP3
31636,DCN,MET,GZMB
31637,DCN,MET,GNB3
31638,DCN,MET,INHA
31639,DCN,MET,COL18A1
31640,DCN,MET,IGFBP4
31641,DCN,MET,NGF
31642,DCN,MET,LRPAP1
31643,DCN,MET,TNF
31644,DCN,MET,RSPO1
31645,DCN,MET,HLA-A
31646,DCN,MET,SLIT1
31647,DCN,MET,PTN
31648,DCN,MET,CLEC3A
31649,DCN,MET,SEMA6D
31650,DCN,MET,CXCL12
31651,DCN,MET,SST
